target	seed	rval	voxel
R.Nac	9/46d	0.318245 	 24,82,54
R.Nac	44v	0.329259 	 19,73,41
R.Nac	SMA	0.340896 	 44,62,65
R.Nac	8m 	0.393498 	 48,82,65
R.Nac	M1	0.355525 	 67,53,59
R.Nac	S1	0.266225 	 68,49,64
R.Nac	ParOp	0.361713 	 72,47,47
R.Nac	aIPS	0.291121 	 74,51,59
R.Nac	pIPL	0.393143 	 61,39,58
R.Nac	pIPL	0.323162 	 54,25,59
R.Nac	23ab	0.279822 	 46,53,54
R.Nac	rsplC	0.260953 	 50,39,42
R.Nac	latocc	0.217475 	 72,33,31
R.Nac	perirhinal	0.341480 	 67,63,16
R.Nac	temPol	0.279929 	 67,68,21
R.Nac	ventrStr	0.362695 	 52,69,30
R.Nac	Caud	0.198099 	 51,69,45
R.Nac	put	0.290830 	 30,65,33
R.Nac	hippoc	0.309604 	 57,53,27
R.Nac	amygd	0.527516 	 57,60,27
R.Nac	hypoth	0.354279 	 47,61,31
R.Nac	VTA	0.263223 	 44,52,29
L.Nac	9/46d	0.305736 	 24,82,54
L.Nac	44v	0.368236 	 19,74,39
L.Nac	SMA	0.340493 	 42,60,65
L.Nac	8m 	0.311605 	 46,80,64
L.Nac	M1	0.227456 	 67,53,59
L.Nac	S1	0.278369 	 67,47,65
L.Nac	ParOp	0.214242 	 71,49,46
L.Nac	aIPS	0.397918 	 73,52,57
L.Nac	pIPL	0.251588 	 61,40,56
L.Nac	pIPL	0.254071 	 55,25,58
L.Nac	23ab	0.436729 	 45,52,54
L.Nac	rsplC	0.338327 	 48,40,40
L.Nac	latocc	0.219129 	 73,33,30
L.Nac	perirhinal	0.221113 	 69,62,16
L.Nac	temPol	0.421213 	 68,68,19
L.Nac	ventrStr	0.409503 	 52,69,31
L.Nac	Caud	0.174809 	 53,68,45
L.Nac	put	0.472107 	 32,67,32
L.Nac	hippoc	0.424478 	 58,52,29
L.Nac	amygd	0.471253 	 56,62,28
L.Nac	hypoth	0.373922 	 47,62,30
L.Nac	VTA	0.436189 	 44,52,29
R.Dca	9/46d	0.454945 	 24,82,54
R.Dca	44v	0.526034 	 19,74,39
R.Dca	SMA	0.197613 	 44,62,66
R.Dca	8m 	0.396031 	 47,80,64
R.Dca	M1	0.224930 	 67,53,59
R.Dca	S1	0.278313 	 67,47,65
R.Dca	ParOp	0.346499 	 71,47,48
R.Dca	aIPS	0.426010 	 73,52,58
R.Dca	pIPL	0.219799 	 62,40,57
R.Dca	pIPL	0.295036 	 55,25,58
R.Dca	23ab	0.356594 	 45,52,54
R.Dca	rsplC	0.297691 	 49,38,40
R.Dca	latocc	0.335885 	 72,33,30
R.Dca	perirhinal	0.264442 	 68,64,16
R.Dca	temPol	0.523672 	 68,68,20
R.Dca	ventrStr	0.383498 	 53,69,32
R.Dca	Caud	0.200216 	 51,68,45
R.Dca	put	0.434363 	 31,66,34
R.Dca	hippoc	0.300805 	 58,52,28
R.Dca	amygd	0.330969 	 56,61,28
R.Dca	hypoth	0.419215 	 46,61,31
R.Dca	VTA	0.356625 	 44,52,28
L.Dca	9/46d	0.263929 	 23,82,55
L.Dca	44v	0.346888 	 20,74,40
L.Dca	SMA	0.347753 	 42,61,67
L.Dca	8m 	0.235900 	 46,80,65
L.Dca	M1	0.327093 	 67,54,59
L.Dca	S1	0.340963 	 68,47,66
