target	seed	rval	voxel
R.Nac	9/46d	0.310140 	 25,82,54
R.Nac	44v	0.312392 	 18,74,40
R.Nac	SMA	0.284367 	 44,60,65
R.Nac	8m 	0.384057 	 46,80,65
R.Nac	M1	0.327480 	 66,55,59
R.Nac	S1	0.341956 	 67,47,65
R.Nac	ParOp	0.271633 	 71,48,48
R.Nac	aIPS	0.186555 	 74,52,57
R.Nac	pIPL	0.120072 	 61,38,56
R.Nac	pIPL	0.362435 	 56,25,59
R.Nac	23ab	0.371589 	 46,52,53
R.Nac	rsplC	0.391952 	 49,40,40
R.Nac	latocc	0.305233 	 74,32,30
R.Nac	perirhinal	0.187213 	 67,63,17
R.Nac	temPol	0.341349 	 66,70,19
R.Nac	ventrStr	0.525779 	 53,68,32
R.Nac	Caud	0.343506 	 51,68,43
R.Nac	put	0.318312 	 32,67,33
R.Nac	hippoc	0.459889 	 57,53,27
R.Nac	amygd	0.300844 	 57,62,28
R.Nac	hypoth	0.249495 	 46,62,29
R.Nac	VTA	0.339311 	 44,52,29
L.Nac	9/46d	0.326240 	 23,82,54
L.Nac	44v	0.275042 	 20,74,40
L.Nac	SMA	0.272760 	 44,60,66
L.Nac	8m 	0.231257 	 47,81,65
L.Nac	M1	0.312703 	 66,55,60
L.Nac	S1	0.250170 	 68,47,64
L.Nac	ParOp	0.206619 	 72,49,48
L.Nac	aIPS	0.323397 	 74,51,58
L.Nac	pIPL	0.266695 	 63,40,57
L.Nac	pIPL	0.228871 	 55,24,58
L.Nac	23ab	0.281303 	 45,53,54
L.Nac	rsplC	0.346641 	 50,38,41
L.Nac	latocc	0.148099 	 73,32,30
L.Nac	perirhinal	0.218386 	 67,64,16
L.Nac	temPol	0.332996 	 66,68,19
L.Nac	ventrStr	0.348715 	 52,69,30
L.Nac	Caud	0.279005 	 51,67,45
L.Nac	put	0.127556 	 31,67,33
L.Nac	hippoc	0.331315 	 58,52,27
L.Nac	amygd	0.132346 	 56,62,27
L.Nac	hypoth	0.330179 	 47,62,30
L.Nac	VTA	0.340917 	 46,54,29
R.Dca	9/46d	0.328532 	 25,82,55
R.Dca	44v	0.222902 	 19,74,40
R.Dca	SMA	0.278331 	 44,61,66
R.Dca	8m 	0.286503 	 48,80,65
R.Dca	M1	0.405732 	 65,54,59
R.Dca	S1	0.338717 	 68,48,66
R.Dca	ParOp	0.180037 	 71,48,48
R.Dca	aIPS	0.127578 	 74,52,58
R.Dca	pIPL	0.267164 	 61,40,56
R.Dca	pIPL	0.180512 	 56,25,59
R.Dca	23ab	0.234298 	 45,54,54
R.Dca	rsplC	0.415397 	 48,38,40
R.Dca	latocc	0.373772 	 74,32,30
R.Dca	perirhinal	0.210223 	 67,63,17
R.Dca	temPol	0.417612 	 66,70,19
R.Dca	ventrStr	0.476998 	 53,67,31
R.Dca	Caud	0.528206 	 51,67,43
R.Dca	put	0.188400 	 31,67,33
R.Dca	hippoc	0.489679 	 59,53,29
R.Dca	amygd	0.486144 	 57,62,28
R.Dca	hypoth	0.274203 	 45,61,31
R.Dca	VTA	0.305495 	 46,52,27
L.Dca	9/46d	0.301236 	 25,82,55
L.Dca	44v	0.298026 	 18,73,41
L.Dca	SMA	0.331338 	 44,61,66
L.Dca	8m 	0.243780 	 48,81,64
L.Dca	M1	0.421748 	 65,54,59
L.Dca	S1	0.394704 	 68,47,64
L.Dca	ParOp	0.432046 	 70,47,47
L.Dca	aIPS	0.166000 	 72,52,59
L.Dca	pIPL	0.238702 	 61,39,56
L.Dca	pIPL	0.313370 	 56,26,58
L.Dca	23ab	0.334211 	 45,52,54
L.Dca	rsplC	0.346284 	 49,39,40
L.Dca	latocc	0.408836 	 74,32,30
L.Dca	perirhinal	0.310713 	 69,64,18
L.Dca	temPol	0.290426 	 67,70,21
L.Dca	ventrStr	0.403483 	 53,67,31
L.Dca	Caud	0.381312 	 51,67,44
L.Dca	put	0.297162 	 31,65,34
L.Dca	hippoc	0.403187 	 59,54,29
L.Dca	amygd	0.349685 	 57,60,27
L.Dca	hypoth	0.229717 	 45,62,30
L.Dca	VTA	0.252796 	 44,52,29
R.Vca	9/46d	0.313510 	 25,82,54
R.Vca	44v	0.405263 	 19,74,39
R.Vca	SMA	0.263314 	 44,60,65
R.Vca	8m 	0.425727 	 46,81,63
R.Vca	M1	0.497938 	 65,54,59
R.Vca	S1	0.341921 	 68,48,66
R.Vca	ParOp	0.245282 	 70,48,48
R.Vca	aIPS	0.372464 	 73,50,59
R.Vca	pIPL	0.228960 	 63,38,56
R.Vca	pIPL	0.317719 	 54,24,59
R.Vca	23ab	0.397877 	 45,52,53
R.Vca	rsplC	0.317309 	 49,40,40
R.Vca	latocc	0.350975 	 72,33,31
R.Vca	perirhinal	0.271939 	 69,64,17
R.Vca	temPol	0.351415 	 68,70,21
R.Vca	ventrStr	0.471981 	 52,68,32
R.Vca	Caud	0.392935 	 52,67,43
R.Vca	put	0.242466 	 30,66,32
R.Vca	hippoc	0.387815 	 59,52,29
R.Vca	amygd	0.456363 	 57,62,28
R.Vca	hypoth	0.323585 	 45,61,31
R.Vca	VTA	0.351517 	 44,54,29
L.Vca	9/46d	0.208043 	 25,80,55
L.Vca	44v	0.314814 	 18,74,40
L.Vca	SMA	0.206785 	 42,60,67
L.Vca	8m 	0.469683 	 46,82,65
L.Vca	M1	0.360238 	 65,53,59
L.Vca	S1	0.286398 	 68,47,66
L.Vca	ParOp	0.258906 	 72,48,46
L.Vca	aIPS	0.181146 	 74,50,58
L.Vca	pIPL	0.195078 	 63,40,58
L.Vca	pIPL	0.299125 	 55,25,57
L.Vca	23ab	0.441524 	 46,53,53
L.Vca	rsplC	0.360883 	 50,40,40
L.Vca	latocc	0.305450 	 72,33,30
L.Vca	perirhinal	0.168506 	 69,63,17
L.Vca	temPol	0.422534 	 68,70,21
L.Vca	ventrStr	0.543177 	 53,68,32
L.Vca	Caud	0.377366 	 52,69,45
L.Vca	put	0.288456 	 30,65,32
L.Vca	hippoc	0.484531 	 57,53,28
L.Vca	amygd	0.391531 	 56,62,28
L.Vca	hypoth	0.269794 	 46,62,29
L.Vca	VTA	0.202205 	 45,52,29
R.Gp	9/46d	0.295993 	 24,80,54
R.Gp	44v	0.266764 	 19,73,39
R.Gp	SMA	0.287412 	 44,61,65
R.Gp	8m 	0.210481 	 46,81,63
R.Gp	M1	0.277611 	 66,55,59
R.Gp	S1	0.421781 	 68,49,66
R.Gp	ParOp	0.350709 	 70,48,46
R.Gp	aIPS	0.288610 	 74,52,59
R.Gp	pIPL	0.320574 	 61,40,56
R.Gp	pIPL	0.297448 	 55,25,57
R.Gp	23ab	0.331147 	 45,53,53
R.Gp	rsplC	0.179892 	 48,38,42
R.Gp	latocc	0.300527 	 74,32,30
R.Gp	perirhinal	0.228611 	 69,62,16
R.Gp	temPol	0.353752 	 66,70,21
R.Gp	ventrStr	0.259562 	 53,67,31
R.Gp	Caud	0.425173 	 52,68,43
R.Gp	put	0.564417 	 32,66,34
R.Gp	hippoc	0.198903 	 57,53,27
R.Gp	amygd	0.442985 	 57,62,28
R.Gp	hypoth	0.386818 	 46,62,30
R.Gp	VTA	0.444859 	 44,53,28
L.Gp	9/46d	0.464367 	 25,81,54
L.Gp	44v	0.362007 	 20,74,41
L.Gp	SMA	0.341093 	 44,61,65
L.Gp	8m 	0.246397 	 47,82,63
L.Gp	M1	0.409250 	 65,55,60
L.Gp	S1	0.203620 	 66,47,66
L.Gp	ParOp	0.289602 	 70,48,46
L.Gp	aIPS	0.235416 	 72,52,57
L.Gp	pIPL	0.281524 	 63,38,57
L.Gp	pIPL	0.286814 	 55,25,58
L.Gp	23ab	0.318516 	 46,52,53
L.Gp	rsplC	0.350461 	 48,38,41
L.Gp	latocc	0.300239 	 72,34,30
L.Gp	perirhinal	0.305325 	 69,62,16
L.Gp	temPol	0.409565 	 66,70,20
L.Gp	ventrStr	0.212029 	 53,68,30
L.Gp	Caud	0.373165 	 52,67,44
L.Gp	put	0.433184 	 32,66,34
L.Gp	hippoc	0.273594 	 57,52,27
L.Gp	amygd	0.365276 	 56,61,26
L.Gp	hypoth	0.266293 	 47,62,29
L.Gp	VTA	0.385478 	 46,54,27
R.Vmpu	9/46d	0.377581 	 24,81,54
R.Vmpu	44v	0.342235 	 18,73,40
R.Vmpu	SMA	0.274615 	 42,60,67
R.Vmpu	8m 	0.206867 	 47,82,63
R.Vmpu	M1	0.357814 	 65,54,59
R.Vmpu	S1	0.283198 	 68,47,65
R.Vmpu	ParOp	0.331006 	 71,48,48
R.Vmpu	aIPS	0.267655 	 73,50,58
R.Vmpu	pIPL	0.333234 	 61,38,57
R.Vmpu	pIPL	0.352779 	 55,26,57
R.Vmpu	23ab	0.250941 	 46,52,53
R.Vmpu	rsplC	0.223912 	 49,40,40
R.Vmpu	latocc	0.494033 	 74,32,30
R.Vmpu	perirhinal	0.303483 	 69,63,18
R.Vmpu	temPol	0.351196 	 66,70,20
R.Vmpu	ventrStr	0.382012 	 52,67,32
R.Vmpu	Caud	0.465693 	 51,67,43
R.Vmpu	put	0.607299 	 32,67,34
R.Vmpu	hippoc	0.254302 	 57,53,27
R.Vmpu	amygd	0.474539 	 57,62,28
R.Vmpu	hypoth	0.323553 	 46,62,30
R.Vmpu	VTA	0.215549 	 44,52,29
L.Vmpu	9/46d	0.348822 	 24,81,54
L.Vmpu	44v	0.449398 	 20,72,39
L.Vmpu	SMA	0.248638 	 42,60,67
L.Vmpu	8m 	0.296412 	 47,82,63
L.Vmpu	M1	0.382523 	 65,54,59
L.Vmpu	S1	0.265244 	 68,49,64
L.Vmpu	ParOp	0.265515 	 72,48,47
