target	seed	rval	voxel
R.Nac	9/46d	0.215027 	 24,81,56
R.Nac	44v	0.318775 	 18,74,41
R.Nac	SMA	0.189987 	 44,62,65
R.Nac	8m 	0.327418 	 47,81,63
R.Nac	M1	0.291819 	 66,53,59
R.Nac	S1	0.232135 	 67,49,65
R.Nac	ParOp	0.317035 	 70,47,48
R.Nac	aIPS	0.218464 	 73,51,59
R.Nac	pIPL	0.272191 	 63,40,56
R.Nac	pIPL	0.324689 	 54,24,59
R.Nac	23ab	0.311345 	 45,53,55
R.Nac	rsplC	0.215297 	 49,40,40
R.Nac	latocc	0.330389 	 73,33,31
R.Nac	perirhinal	0.260636 	 67,62,16
R.Nac	temPol	0.227679 	 67,70,21
R.Nac	ventrStr	0.293576 	 53,67,32
R.Nac	Caud	0.263737 	 51,67,45
R.Nac	put	0.257021 	 32,67,32
R.Nac	hippoc	0.308420 	 57,52,27
R.Nac	amygd	0.293802 	 57,62,26
R.Nac	hypoth	0.316908 	 45,62,29
R.Nac	VTA	0.182773 	 46,53,29
L.Nac	9/46d	0.171310 	 24,82,56
L.Nac	44v	0.343792 	 20,74,39
L.Nac	SMA	0.244318 	 43,60,67
L.Nac	8m 	0.336506 	 47,80,63
L.Nac	M1	0.347465 	 67,54,61
L.Nac	S1	0.321373 	 67,49,66
L.Nac	ParOp	0.355186 	 72,49,48
L.Nac	aIPS	0.189871 	 72,50,57
L.Nac	pIPL	0.224191 	 63,38,58
L.Nac	pIPL	0.140159 	 54,24,59
L.Nac	23ab	0.178340 	 47,52,55
L.Nac	rsplC	0.286933 	 48,38,40
L.Nac	latocc	0.289237 	 72,33,31
L.Nac	perirhinal	0.251508 	 67,64,16
L.Nac	temPol	0.365117 	 68,69,19
L.Nac	ventrStr	0.210052 	 51,67,32
L.Nac	Caud	0.247930 	 52,67,43
L.Nac	put	0.260290 	 32,66,32
L.Nac	hippoc	0.291138 	 59,53,29
L.Nac	amygd	0.337808 	 56,60,27
L.Nac	hypoth	0.362800 	 45,62,30
L.Nac	VTA	0.290586 	 46,53,28
R.Dca	9/46d	0.476730 	 23,80,54
R.Dca	44v	0.279151 	 19,72,40
R.Dca	SMA	0.313012 	 44,62,65
R.Dca	8m 	0.397714 	 47,81,64
R.Dca	M1	0.244045 	 67,53,60
R.Dca	S1	0.356118 	 67,49,66
R.Dca	ParOp	0.293624 	 72,48,46
R.Dca	aIPS	0.276482 	 72,52,58
R.Dca	pIPL	0.371962 	 63,39,57
R.Dca	pIPL	0.255863 	 56,24,57
R.Dca	23ab	0.225604 	 45,54,55
R.Dca	rsplC	0.369020 	 50,39,40
R.Dca	latocc	0.182627 	 74,32,32
R.Dca	perirhinal	0.284685 	 68,63,18
R.Dca	temPol	0.218460 	 67,70,21
R.Dca	ventrStr	0.312917 	 53,69,31
R.Dca	Caud	0.340455 	 52,67,45
R.Dca	put	0.463987 	 30,65,33
R.Dca	hippoc	0.151585 	 59,53,27
R.Dca	amygd	0.357439 	 58,62,26
R.Dca	hypoth	0.335405 	 45,63,29
R.Dca	VTA	0.328881 	 46,54,29
L.Dca	9/46d	0.303999 	 23,82,56
L.Dca	44v	0.297743 	 20,74,40
L.Dca	SMA	0.316625 	 43,60,65
L.Dca	8m 	0.319094 	 47,82,65
L.Dca	M1	0.252204 	 67,54,61
L.Dca	S1	0.261898 	 67,49,65
L.Dca	ParOp	0.382798 	 72,47,47
L.Dca	aIPS	0.272508 	 73,50,59
L.Dca	pIPL	0.243394 	 62,38,58
L.Dca	pIPL	0.298128 	 54,24,58
L.Dca	23ab	0.220071 	 45,52,54
L.Dca	rsplC	0.187108 	 50,40,42
L.Dca	latocc	0.264700 	 72,34,32
L.Dca	perirhinal	0.242300 	 68,62,16
L.Dca	temPol	0.368745 	 66,70,20
L.Dca	ventrStr	0.214686 	 52,67,31
L.Dca	Caud	0.314245 	 52,67,44
L.Dca	put	0.295862 	 32,67,33
L.Dca	hippoc	0.259067 	 59,54,29
L.Dca	amygd	0.526656 	 56,60,28
L.Dca	hypoth	0.371667 	 45,61,30
L.Dca	VTA	0.287721 	 46,52,29
R.Vca	9/46d	0.354164 	 23,80,56
R.Vca	44v	0.269964 	 20,72,40
R.Vca	SMA	0.220814 	 43,62,67
R.Vca	8m 	0.425780 	 47,80,65
R.Vca	M1	0.318013 	 66,53,59
R.Vca	S1	0.248829 	 66,48,65
R.Vca	ParOp	0.193852 	 72,47,46
R.Vca	aIPS	0.193934 	 73,50,57
R.Vca	pIPL	0.278064 	 63,38,56
R.Vca	pIPL	0.266012 	 56,24,58
R.Vca	23ab	0.281905 	 45,54,55
R.Vca	rsplC	0.247419 	 50,40,40
R.Vca	latocc	0.303096 	 74,32,30
R.Vca	perirhinal	0.286594 	 67,64,16
R.Vca	temPol	0.247515 	 68,68,19
R.Vca	ventrStr	0.262230 	 52,68,32
R.Vca	Caud	0.344170 	 51,67,45
R.Vca	put	0.349381 	 32,65,34
R.Vca	hippoc	0.385233 	 58,54,28
R.Vca	amygd	0.209957 	 58,60,27
R.Vca	hypoth	0.322613 	 46,61,30
R.Vca	VTA	0.220753 	 44,52,29
L.Vca	9/46d	0.314112 	 25,80,56
L.Vca	44v	0.350072 	 19,73,40
L.Vca	SMA	0.259162 	 44,62,65
L.Vca	8m 	0.346659 	 48,82,64
L.Vca	M1	0.328400 	 66,53,61
L.Vca	S1	0.351290 	 66,48,65
L.Vca	ParOp	0.305208 	 70,48,48
L.Vca	aIPS	0.296537 	 73,50,57
L.Vca	pIPL	0.246496 	 61,39,57
L.Vca	pIPL	0.291102 	 54,25,58
L.Vca	23ab	0.290574 	 47,52,55
L.Vca	rsplC	0.418536 	 49,40,40
L.Vca	latocc	0.227455 	 74,32,31
L.Vca	perirhinal	0.277648 	 68,62,17
L.Vca	temPol	0.258444 	 66,68,19
L.Vca	ventrStr	0.314751 	 52,68,32
L.Vca	Caud	0.269610 	 51,68,43
L.Vca	put	0.276705 	 31,65,32
L.Vca	hippoc	0.316323 	 57,52,29
L.Vca	amygd	0.367056 	 58,62,26
L.Vca	hypoth	0.480979 	 46,63,29
L.Vca	VTA	0.303004 	 46,52,29
R.Gp	9/46d	0.326784 	 25,80,55
R.Gp	44v	0.393505 	 18,73,39
R.Gp	SMA	0.160728 	 42,60,67
R.Gp	8m 	0.305813 	 47,81,64
R.Gp	M1	0.265463 	 67,54,60
R.Gp	S1	0.250115 	 66,48,65
R.Gp	ParOp	0.327609 	 72,47,47
R.Gp	aIPS	0.228338 	 73,52,58
R.Gp	pIPL	0.297693 	 63,39,58
R.Gp	pIPL	0.279286 	 56,24,59
R.Gp	23ab	0.240048 	 45,54,55
R.Gp	rsplC	0.206712 	 50,40,40
R.Gp	latocc	0.280236 	 72,34,31
R.Gp	perirhinal	0.239738 	 67,64,18
R.Gp	temPol	0.423594 	 68,70,21
R.Gp	ventrStr	0.220754 	 53,69,31
R.Gp	Caud	0.400029 	 52,68,45
R.Gp	put	0.659805 	 32,65,34
R.Gp	hippoc	0.256079 	 59,54,28
R.Gp	amygd	0.475040 	 56,61,27
R.Gp	hypoth	0.421151 	 45,63,31
R.Gp	VTA	0.365905 	 45,54,29
L.Gp	9/46d	0.300465 	 25,80,56
L.Gp	44v	0.276171 	 18,73,39
L.Gp	SMA	0.320713 	 42,62,67
L.Gp	8m 	0.299915 	 47,81,65
L.Gp	M1	0.281183 	 65,54,59
L.Gp	S1	0.209972 	 67,49,66
L.Gp	ParOp	0.215999 	 72,49,48
L.Gp	aIPS	0.240261 	 73,52,58
L.Gp	pIPL	0.182086 	 63,39,58
L.Gp	pIPL	0.290223 	 54,24,59
L.Gp	23ab	0.232318 	 45,53,55
L.Gp	rsplC	0.326487 	 50,39,40
L.Gp	latocc	0.179480 	 73,34,32
L.Gp	perirhinal	0.373517 	 67,64,18
L.Gp	temPol	0.283252 	 68,70,21
L.Gp	ventrStr	0.213617 	 51,67,32
L.Gp	Caud	0.258886 	 53,67,45
L.Gp	put	0.562154 	 31,65,34
L.Gp	hippoc	0.228558 	 57,52,29
L.Gp	amygd	0.273066 	 56,60,26
L.Gp	hypoth	0.384189 	 45,63,31
L.Gp	VTA	0.451551 	 45,54,29
R.Vmpu	9/46d	0.304222 	 25,80,55
R.Vmpu	44v	0.240794 	 20,74,40
R.Vmpu	SMA	0.126819 	 42,60,67
R.Vmpu	8m 	0.274273 	 47,80,64
R.Vmpu	M1	0.346193 	 67,53,59
R.Vmpu	S1	0.216433 	 68,48,66
R.Vmpu	ParOp	0.236134 	 72,47,47
R.Vmpu	aIPS	0.186849 	 73,52,58
R.Vmpu	pIPL	0.182259 	 62,38,57
R.Vmpu	pIPL	0.207415 	 54,25,59
R.Vmpu	23ab	0.186313 	 47,52,53
R.Vmpu	rsplC	0.263958 	 49,40,42
R.Vmpu	latocc	0.185193 	 72,34,30
R.Vmpu	perirhinal	0.200813 	 68,63,16
R.Vmpu	temPol	0.300893 	 68,68,19
R.Vmpu	ventrStr	0.292311 	 53,69,31
R.Vmpu	Caud	0.393353 	 53,69,45
R.Vmpu	put	0.646018 	 31,65,34
R.Vmpu	hippoc	0.204663 	 57,54,27
R.Vmpu	amygd	0.443042 	 56,61,26
R.Vmpu	hypoth	0.339729 	 45,63,31
R.Vmpu	VTA	0.316342 	 46,52,29
L.Vmpu	9/46d	0.303789 	 25,81,55
L.Vmpu	44v	0.202123 	 18,73,39
L.Vmpu	SMA	0.218117 	 44,61,67
L.Vmpu	8m 	0.322738 	 48,82,65
L.Vmpu	M1	0.392374 	 65,53,61
L.Vmpu	S1	0.225056 	 67,49,66
L.Vmpu	ParOp	0.185503 	 72,47,47
L.Vmpu	aIPS	0.235620 	 72,52,58
L.Vmpu	pIPL	0.232772 	 62,38,56
L.Vmpu	pIPL	0.250550 	 54,24,58
L.Vmpu	23ab	0.224725 	 47,53,53
L.Vmpu	rsplC	0.284378 	 50,38,40
L.Vmpu	latocc	0.190189 	 72,34,30
L.Vmpu	perirhinal	0.249047 	 68,63,17
L.Vmpu	temPol	0.236572 	 66,70,21
L.Vmpu	ventrStr	0.198274 	 51,68,31
L.Vmpu	Caud	0.383298 	 53,69,45
L.Vmpu	put	0.688982 	 32,65,34
L.Vmpu	hippoc	0.248334 	 57,52,29
L.Vmpu	amygd	0.454313 	 56,61,27
