target	seed	rval	voxel
R.Nac	9/46d	0.376869 	 23,80,56
R.Nac	44v	0.441244 	 20,74,40
R.Nac	SMA	0.302729 	 42,61,65
R.Nac	8m 	0.424199 	 48,81,64
R.Nac	M1	0.498479 	 65,55,60
R.Nac	S1	0.353090 	 68,48,66
R.Nac	ParOp	0.323677 	 72,49,48
R.Nac	aIPS	0.319634 	 73,50,57
R.Nac	pIPL	0.249065 	 63,40,58
R.Nac	pIPL	0.216727 	 54,26,59
R.Nac	23ab	0.307212 	 45,54,54
R.Nac	rsplC	0.538641 	 49,38,41
R.Nac	latocc	0.344227 	 72,33,30
R.Nac	perirhinal	0.222166 	 67,63,16
R.Nac	temPol	0.327665 	 68,69,21
R.Nac	ventrStr	0.478076 	 53,68,32
R.Nac	Caud	0.344065 	 52,68,44
R.Nac	put	0.274211 	 32,67,33
R.Nac	hippoc	0.453489 	 58,52,29
R.Nac	amygd	0.270572 	 56,61,28
R.Nac	hypoth	0.589545 	 47,63,31
R.Nac	VTA	0.474124 	 46,54,27
L.Nac	9/46d	0.591621 	 25,81,56
L.Nac	44v	0.476120 	 20,74,40
L.Nac	SMA	0.403445 	 43,61,66
L.Nac	8m 	0.587856 	 46,80,65
L.Nac	M1	0.508357 	 67,55,60
L.Nac	S1	0.440669 	 68,48,66
L.Nac	ParOp	0.481186 	 72,47,47
L.Nac	aIPS	0.376290 	 73,50,57
L.Nac	pIPL	0.241205 	 61,39,57
L.Nac	pIPL	0.411881 	 54,25,57
L.Nac	23ab	0.449332 	 46,54,54
L.Nac	rsplC	0.506815 	 49,38,40
L.Nac	latocc	0.352060 	 72,33,30
L.Nac	perirhinal	0.519959 	 67,63,17
L.Nac	temPol	0.577078 	 68,69,21
L.Nac	ventrStr	0.673862 	 51,67,30
L.Nac	Caud	0.445121 	 51,69,43
L.Nac	put	0.444320 	 32,66,32
L.Nac	hippoc	0.504414 	 58,53,29
L.Nac	amygd	0.509349 	 57,62,28
L.Nac	hypoth	0.620377 	 45,61,30
L.Nac	VTA	0.636495 	 46,54,28
R.Dca	9/46d	0.424128 	 25,82,55
R.Dca	44v	0.378781 	 20,74,40
R.Dca	SMA	0.347645 	 43,61,66
R.Dca	8m 	0.534577 	 47,80,65
R.Dca	M1	0.353475 	 66,55,59
R.Dca	S1	0.187352 	 67,48,64
R.Dca	ParOp	0.191009 	 70,47,48
R.Dca	aIPS	0.225331 	 73,50,59
R.Dca	pIPL	0.279843 	 63,40,56
R.Dca	pIPL	0.266089 	 55,25,57
R.Dca	23ab	0.442804 	 47,54,53
R.Dca	rsplC	0.408371 	 48,40,40
R.Dca	latocc	0.247754 	 72,33,30
R.Dca	perirhinal	0.324001 	 68,64,18
R.Dca	temPol	0.390422 	 68,69,21
R.Dca	ventrStr	0.454419 	 51,68,30
R.Dca	Caud	0.416148 	 51,69,43
R.Dca	put	0.431954 	 32,66,32
R.Dca	hippoc	0.406335 	 58,54,29
R.Dca	amygd	0.282661 	 58,62,27
R.Dca	hypoth	0.561613 	 47,61,30
R.Dca	VTA	0.626143 	 45,53,27
L.Dca	9/46d	0.384116 	 25,82,55
L.Dca	44v	0.394812 	 20,74,41
L.Dca	SMA	0.277763 	 42,60,65
L.Dca	8m 	0.489009 	 48,80,65
L.Dca	M1	0.283487 	 66,53,59
L.Dca	S1	0.220019 	 68,49,64
L.Dca	ParOp	0.260384 	 70,49,48
L.Dca	aIPS	0.203948 	 72,52,59
L.Dca	pIPL	0.368450 	 63,40,57
L.Dca	pIPL	0.278248 	 56,25,57
L.Dca	23ab	0.458166 	 47,54,53
L.Dca	rsplC	0.579655 	 48,40,40
L.Dca	latocc	0.379227 	 72,33,30
L.Dca	perirhinal	0.359721 	 67,64,16
L.Dca	temPol	0.330387 	 68,70,19
L.Dca	ventrStr	0.454310 	 51,68,31
L.Dca	Caud	0.377484 	 51,69,43
L.Dca	put	0.400474 	 32,65,32
L.Dca	hippoc	0.426177 	 57,52,29
L.Dca	amygd	0.498996 	 56,62,27
L.Dca	hypoth	0.480233 	 47,61,30
L.Dca	VTA	0.644476 	 45,53,27
R.Vca	9/46d	0.472141 	 25,81,55
R.Vca	44v	0.376916 	 18,74,39
R.Vca	SMA	0.434661 	 43,61,67
R.Vca	8m 	0.399981 	 48,80,63
R.Vca	M1	0.305297 	 67,55,60
R.Vca	S1	0.251938 	 66,48,66
R.Vca	ParOp	0.254942 	 71,49,47
R.Vca	aIPS	0.260476 	 74,50,57
R.Vca	pIPL	0.266263 	 61,38,58
R.Vca	pIPL	0.338528 	 54,25,57
R.Vca	23ab	0.269165 	 45,52,53
R.Vca	rsplC	0.264565 	 48,40,40
R.Vca	latocc	0.353376 	 72,33,30
