target	seed	rval	voxel
R.Nac	9/46d	0.280537 	 24,82,54
R.Nac	44v	0.413333 	 20,72,39
R.Nac	SMA	0.363504 	 44,61,65
R.Nac	8m 	0.286172 	 48,82,63
R.Nac	M1	0.388809 	 65,55,61
R.Nac	S1	0.337082 	 67,48,65
R.Nac	ParOp	0.355852 	 72,48,48
R.Nac	aIPS	0.256049 	 72,52,57
R.Nac	pIPL	0.169701 	 61,39,57
R.Nac	pIPL	0.365003 	 55,25,59
R.Nac	23ab	0.273048 	 46,54,55
R.Nac	rsplC	0.321169 	 50,38,40
R.Nac	latocc	0.237061 	 72,34,32
R.Nac	perirhinal	0.309674 	 69,64,18
R.Nac	temPol	0.202217 	 66,69,21
R.Nac	ventrStr	0.338734 	 51,67,32
R.Nac	Caud	0.323223 	 52,69,44
R.Nac	put	0.232237 	 31,65,32
R.Nac	hippoc	0.544660 	 58,52,28
R.Nac	amygd	0.262105 	 56,62,27
R.Nac	hypoth	0.234351 	 45,62,29
R.Nac	VTA	0.354596 	 44,52,27
L.Nac	9/46d	0.389254 	 25,80,56
L.Nac	44v	0.216929 	 20,74,40
L.Nac	SMA	0.424224 	 42,62,66
L.Nac	8m 	0.367850 	 47,82,65
L.Nac	M1	0.272587 	 66,53,59
L.Nac	S1	0.339626 	 68,49,66
L.Nac	ParOp	0.334027 	 71,49,48
L.Nac	aIPS	0.368527 	 73,50,59
L.Nac	pIPL	0.252485 	 62,38,56
L.Nac	pIPL	0.248494 	 55,26,57
L.Nac	23ab	0.196271 	 47,52,55
L.Nac	rsplC	0.370526 	 48,40,42
L.Nac	latocc	0.181379 	 74,34,30
L.Nac	perirhinal	0.397523 	 69,64,18
L.Nac	temPol	0.400890 	 66,69,19
L.Nac	ventrStr	0.494794 	 53,68,30
L.Nac	Caud	0.279537 	 51,68,44
L.Nac	put	0.408589 	 32,66,32
L.Nac	hippoc	0.348113 	 57,54,28
L.Nac	amygd	0.489272 	 57,61,28
L.Nac	hypoth	0.525856 	 46,63,29
L.Nac	VTA	0.330391 	 45,53,27
R.Dca	9/46d	0.500879 	 23,82,54
R.Dca	44v	0.379366 	 20,74,39
R.Dca	SMA	0.210603 	 44,60,67
R.Dca	8m 	0.407966 	 46,80,65
R.Dca	M1	0.388030 	 65,53,61
R.Dca	S1	0.295422 	 68,47,66
R.Dca	ParOp	0.137381 	 70,49,48
R.Dca	aIPS	0.291668 	 73,51,57
R.Dca	pIPL	0.314832 	 61,38,56
R.Dca	pIPL	0.291599 	 55,25,59
R.Dca	23ab	0.420900 	 46,53,55
R.Dca	rsplC	0.530693 	 48,40,42
R.Dca	latocc	0.288927 	 72,34,32
R.Dca	perirhinal	0.311470 	 67,62,16
R.Dca	temPol	0.411384 	 66,70,19
R.Dca	ventrStr	0.373555 	 53,69,31
R.Dca	Caud	0.423607 	 52,69,44
R.Dca	put	0.205369 	 31,65,32
R.Dca	hippoc	0.383422 	 57,52,28
R.Dca	amygd	0.244979 	 57,61,28
R.Dca	hypoth	0.167794 	 45,63,29
R.Dca	VTA	0.408124 	 45,52,27
L.Dca	9/46d	0.390863 	 23,82,54
L.Dca	44v	0.391604 	 19,73,39
L.Dca	SMA	0.303112 	 43,61,66
L.Dca	8m 	0.434383 	 47,81,64
L.Dca	M1	0.289236 	 65,55,59
L.Dca	S1	0.207906 	 66,47,65
L.Dca	ParOp	0.213123 	 71,49,48
L.Dca	aIPS	0.247437 	 73,50,58
L.Dca	pIPL	0.278545 	 61,40,57
L.Dca	pIPL	0.236721 	 56,26,59
L.Dca	23ab	0.412946 	 46,53,55
L.Dca	rsplC	0.338158 	 48,40,42
L.Dca	latocc	0.243711 	 74,32,32
L.Dca	perirhinal	0.290337 	 67,62,16
L.Dca	temPol	0.466414 	 66,70,19
