target	seed	rval	voxel
R.Nac	9/46d	0.538347 	 24,80,55
R.Nac	44v	0.360682 	 18,74,40
R.Nac	SMA	0.305458 	 43,61,66
R.Nac	8m 	0.281748 	 46,81,65
R.Nac	M1	0.494861 	 65,55,60
R.Nac	S1	0.303369 	 68,49,64
R.Nac	ParOp	0.400408 	 70,48,46
R.Nac	aIPS	0.346619 	 72,50,59
R.Nac	pIPL	0.408916 	 63,39,57
R.Nac	pIPL	0.308291 	 55,26,59
R.Nac	23ab	0.330011 	 46,54,53
R.Nac	rsplC	0.307513 	 49,40,41
R.Nac	latocc	0.534510 	 74,32,30
R.Nac	perirhinal	0.380868 	 68,64,16
R.Nac	temPol	0.434353 	 67,68,21
R.Nac	ventrStr	0.459886 	 52,67,31
R.Nac	Caud	0.299020 	 53,69,43
R.Nac	put	0.304687 	 32,66,34
R.Nac	hippoc	0.273808 	 57,52,27
R.Nac	amygd	0.405955 	 56,62,27
R.Nac	hypoth	0.581700 	 46,62,31
R.Nac	VTA	0.514088 	 45,54,27
L.Nac	9/46d	0.321462 	 24,82,55
L.Nac	44v	0.264376 	 20,74,39
L.Nac	SMA	0.400168 	 42,60,67
L.Nac	8m 	0.356809 	 48,81,63
L.Nac	M1	0.438825 	 67,55,59
L.Nac	S1	0.303634 	 67,48,66
L.Nac	ParOp	0.262531 	 72,48,48
L.Nac	aIPS	0.217147 	 72,51,57
L.Nac	pIPL	0.272467 	 61,39,57
L.Nac	pIPL	0.391824 	 56,25,57
L.Nac	23ab	0.319135 	 46,53,55
L.Nac	rsplC	0.463728 	 48,39,41
L.Nac	latocc	0.375623 	 72,33,31
L.Nac	perirhinal	0.216822 	 68,62,16
L.Nac	temPol	0.494785 	 66,69,19
L.Nac	ventrStr	0.234255 	 53,67,32
L.Nac	Caud	0.532429 	 51,69,44
L.Nac	put	0.315195 	 32,66,33
L.Nac	hippoc	0.535234 	 57,54,29
L.Nac	amygd	0.470861 	 56,61,28
L.Nac	hypoth	0.246658 	 47,63,29
L.Nac	VTA	0.329797 	 44,54,27
R.Dca	9/46d	0.345302 	 24,81,56
R.Dca	44v	0.389618 	 18,73,41
R.Dca	SMA	0.398384 	 44,61,67
R.Dca	8m 	0.355037 	 46,80,65
R.Dca	M1	0.286849 	 65,54,61
R.Dca	S1	0.376987 	 68,48,65
R.Dca	ParOp	0.345211 	 70,47,46
R.Dca	aIPS	0.289680 	 74,52,57
R.Dca	pIPL	0.377602 	 61,40,58
R.Dca	pIPL	0.357265 	 54,26,57
R.Dca	23ab	0.229522 	 46,54,53
R.Dca	rsplC	0.300092 	 49,40,42
R.Dca	latocc	0.389424 	 73,34,30
R.Dca	perirhinal	0.350187 	 69,62,17
R.Dca	temPol	0.297544 	 67,69,20
R.Dca	ventrStr	0.306970 	 52,69,32
R.Dca	Caud	0.492501 	 52,67,43
R.Dca	put	0.401381 	 32,65,34
R.Dca	hippoc	0.322025 	 57,52,29
R.Dca	amygd	0.324435 	 58,60,26
R.Dca	hypoth	0.275359 	 45,63,29
R.Dca	VTA	0.433873 	 45,52,29
L.Dca	9/46d	0.417067 	 25,80,55
L.Dca	44v	0.416458 	 19,72,41
L.Dca	SMA	0.307500 	 44,61,67
L.Dca	8m 	0.365424 	 46,80,65
L.Dca	M1	0.315090 	 66,55,61
L.Dca	S1	0.327363 	 66,48,64
L.Dca	ParOp	0.376101 	 70,47,46
L.Dca	aIPS	0.253162 	 73,52,59
L.Dca	pIPL	0.451131 	 62,40,58
L.Dca	pIPL	0.456686 	 54,25,59
L.Dca	23ab	0.279448 	 45,53,55
L.Dca	rsplC	0.324666 	 49,40,40
L.Dca	latocc	0.355760 	 72,33,31
L.Dca	perirhinal	0.322700 	 68,62,16
L.Dca	temPol	0.347964 	 67,70,21
L.Dca	ventrStr	0.469825 	 52,69,32
L.Dca	Caud	0.431979 	 52,68,43
L.Dca	put	0.350537 	 31,65,32
L.Dca	hippoc	0.367397 	 59,54,27
L.Dca	amygd	0.382558 	 56,60,26
L.Dca	hypoth	0.326003 	 47,63,29
L.Dca	VTA	0.395038 	 45,53,28
R.Vca	9/46d	0.272757 	 23,82,54
R.Vca	44v	0.334368 	 18,72,40
R.Vca	SMA	0.247469 	 44,60,65
R.Vca	8m 	0.236181 	 46,82,64
R.Vca	M1	0.269811 	 66,54,61
R.Vca	S1	0.306568 	 66,49,64
R.Vca	ParOp	0.206871 	 71,49,47
R.Vca	aIPS	0.344129 	 74,50,57
R.Vca	pIPL	0.312325 	 61,40,58
R.Vca	pIPL	0.380554 	 54,26,57
R.Vca	23ab	0.315048 	 47,54,54
R.Vca	rsplC	0.268385 	 49,40,41
R.Vca	latocc	0.352679 	 73,34,32
R.Vca	perirhinal	0.211978 	 69,62,17
R.Vca	temPol	0.282234 	 68,68,20
R.Vca	ventrStr	0.300930 	 51,69,30
R.Vca	Caud	0.316636 	 53,69,44
R.Vca	put	0.360070 	 32,65,34
R.Vca	hippoc	0.474313 	 59,52,27
R.Vca	amygd	0.384896 	 58,60,26
R.Vca	hypoth	0.261638 	 45,61,31
R.Vca	VTA	0.259710 	 44,53,29
L.Vca	9/46d	0.329841 	 23,82,54
L.Vca	44v	0.321034 	 19,72,41
L.Vca	SMA	0.351272 	 43,60,66
L.Vca	8m 	0.196963 	 46,80,65
L.Vca	M1	0.376310 	 66,54,61
L.Vca	S1	0.259538 	 66,49,64
L.Vca	ParOp	0.358219 	 71,49,47
L.Vca	aIPS	0.233062 	 72,50,59
L.Vca	pIPL	0.370334 	 62,40,58
L.Vca	pIPL	0.417027 	 56,25,57
L.Vca	23ab	0.437891 	 47,52,54
L.Vca	rsplC	0.534406 	 49,40,42
L.Vca	latocc	0.164589 	 72,33,31
L.Vca	perirhinal	0.291034 	 67,62,16
L.Vca	temPol	0.272791 	 67,70,21
L.Vca	ventrStr	0.316762 	 51,69,30
L.Vca	Caud	0.400133 	 53,69,45
L.Vca	put	0.363980 	 31,65,34
L.Vca	hippoc	0.365979 	 59,54,27
L.Vca	amygd	0.337192 	 56,61,28
L.Vca	hypoth	0.208016 	 45,63,29
L.Vca	VTA	0.421863 	 45,53,29
R.Gp	9/46d	0.375006 	 25,80,56
R.Gp	44v	0.265373 	 20,72,41
R.Gp	SMA	0.334979 	 42,61,66
R.Gp	8m 	0.490039 	 48,82,65
R.Gp	M1	0.302798 	 67,54,59
R.Gp	S1	0.303363 	 68,49,64
R.Gp	ParOp	0.365530 	 70,48,48
R.Gp	aIPS	0.239669 	 72,52,57
R.Gp	pIPL	0.378475 	 63,39,58
R.Gp	pIPL	0.392954 	 54,26,57
R.Gp	23ab	0.303229 	 45,53,55
R.Gp	rsplC	0.261542 	 48,38,40
R.Gp	latocc	0.351464 	 73,32,31
R.Gp	perirhinal	0.437405 	 67,62,16
R.Gp	temPol	0.439095 	 68,69,21
R.Gp	ventrStr	0.342141 	 51,67,31
R.Gp	Caud	0.332676 	 52,69,44
R.Gp	put	0.527753 	 32,65,34
R.Gp	hippoc	0.198532 	 59,54,29
R.Gp	amygd	0.402490 	 58,61,27
R.Gp	hypoth	0.266883 	 47,62,31
R.Gp	VTA	0.329936 	 44,52,29
L.Gp	9/46d	0.426414 	 23,81,54
L.Gp	44v	0.291417 	 20,74,41
L.Gp	SMA	0.201389 	 44,62,65
L.Gp	8m 	0.419260 	 46,80,63
L.Gp	M1	0.302595 	 67,55,59
L.Gp	S1	0.291091 	 66,49,64
L.Gp	ParOp	0.263942 	 70,48,48
L.Gp	aIPS	0.193081 	 72,50,57
L.Gp	pIPL	0.284170 	 63,39,58
L.Gp	pIPL	0.248642 	 55,26,59
L.Gp	23ab	0.246106 	 45,54,53
L.Gp	rsplC	0.205877 	 50,38,41
L.Gp	latocc	0.375335 	 73,32,31
L.Gp	perirhinal	0.477898 	 67,64,18
L.Gp	temPol	0.412475 	 67,70,20
L.Gp	ventrStr	0.375860 	 51,67,31
L.Gp	Caud	0.399043 	 52,69,44
L.Gp	put	0.499567 	 30,65,33
L.Gp	hippoc	0.229693 	 59,54,29
L.Gp	amygd	0.446378 	 58,61,26
L.Gp	hypoth	0.354645 	 46,61,29
L.Gp	VTA	0.334643 	 44,53,28
R.Vmpu	9/46d	0.346505 	 25,80,56
R.Vmpu	44v	0.308862 	 20,72,40
R.Vmpu	SMA	0.382075 	 43,61,66
R.Vmpu	8m 	0.320742 	 46,81,65
R.Vmpu	M1	0.367188 	 65,54,61
R.Vmpu	S1	0.286333 	 66,49,64
R.Vmpu	ParOp	0.280322 	 70,49,47
R.Vmpu	aIPS	0.322148 	 72,50,58
R.Vmpu	pIPL	0.358910 	 61,40,56
R.Vmpu	pIPL	0.376761 	 54,26,57
R.Vmpu	23ab	0.218108 	 45,53,55
R.Vmpu	rsplC	0.402372 	 49,40,42
R.Vmpu	latocc	0.393828 	 73,32,31
R.Vmpu	perirhinal	0.393222 	 67,62,16
R.Vmpu	temPol	0.265221 	 67,70,21
R.Vmpu	ventrStr	0.305580 	 51,69,31
R.Vmpu	Caud	0.465784 	 53,68,43
R.Vmpu	put	0.654582 	 32,65,32
R.Vmpu	hippoc	0.237448 	 58,54,29
R.Vmpu	amygd	0.505837 	 57,61,28
R.Vmpu	hypoth	0.198299 	 47,63,29
R.Vmpu	VTA	0.331337 	 44,54,28
L.Vmpu	9/46d	0.301505 	 23,81,56
L.Vmpu	44v	0.391331 	 18,73,41
L.Vmpu	SMA	0.372362 	 44,60,67
L.Vmpu	8m 	0.358879 	 48,82,63
L.Vmpu	M1	0.421965 	 66,54,61
L.Vmpu	S1	0.452014 	 66,49,64
L.Vmpu	ParOp	0.433275 	 72,47,46
L.Vmpu	aIPS	0.368950 	 72,50,58
L.Vmpu	pIPL	0.384901 	 62,40,58
L.Vmpu	pIPL	0.298473 	 54,26,57
L.Vmpu	23ab	0.180136 	 45,53,55
L.Vmpu	rsplC	0.471224 	 49,40,42
L.Vmpu	latocc	0.360679 	 73,32,32
L.Vmpu	perirhinal	0.385576 	 67,62,16
L.Vmpu	temPol	0.363377 	 67,70,21
L.Vmpu	ventrStr	0.313903 	 52,67,32
L.Vmpu	Caud	0.355618 	 53,69,45
L.Vmpu	put	0.554022 	 32,65,32
L.Vmpu	hippoc	0.297649 	 59,52,27
L.Vmpu	amygd	0.567927 	 57,61,28
L.Vmpu	hypoth	0.271988 	 45,61,31
L.Vmpu	VTA	0.359138 	 45,53,29
R.A10m	9/46d	0.359286 	 25,80,54
R.A10m	44v	0.431930 	 19,73,39
R.A10m	SMA	0.283971 	 44,61,66
R.A10m	8m 	0.378727 	 47,82,65
R.A10m	M1	0.206698 	 66,55,59
R.A10m	S1	0.203312 	 68,49,64
R.A10m	ParOp	0.367068 	 70,49,48
R.A10m	aIPS	0.312785 	 74,52,58
R.A10m	pIPL	0.271030 	 62,40,57
R.A10m	pIPL	0.340633 	 55,24,59
R.A10m	23ab	0.384338 	 45,54,54
