target	seed	rval	voxel
R.Nac	9/46d	0.357340 	 23,81,55
R.Nac	44v	0.285395 	 20,72,39
R.Nac	SMA	0.269706 	 44,62,65
R.Nac	8m 	0.228876 	 47,80,65
R.Nac	M1	0.295449 	 67,55,61
R.Nac	S1	0.214865 	 66,47,66
R.Nac	ParOp	0.197005 	 72,49,48
R.Nac	aIPS	0.495408 	 73,50,57
R.Nac	pIPL	0.244992 	 62,40,58
R.Nac	pIPL	0.237464 	 56,25,57
R.Nac	23ab	0.238575 	 45,54,55
R.Nac	rsplC	0.220036 	 49,40,41
R.Nac	latocc	0.127815 	 72,32,32
R.Nac	perirhinal	0.175533 	 68,62,18
R.Nac	temPol	0.284627 	 67,68,19
R.Nac	ventrStr	0.332614 	 52,68,31
R.Nac	Caud	0.188897 	 51,67,43
R.Nac	put	0.209055 	 31,66,34
R.Nac	hippoc	0.280510 	 59,52,28
R.Nac	amygd	0.307356 	 56,60,27
R.Nac	hypoth	0.273924 	 45,63,31
R.Nac	VTA	0.275889 	 46,52,27
L.Nac	9/46d	0.378930 	 25,81,56
L.Nac	44v	0.269762 	 20,74,41
L.Nac	SMA	0.258633 	 44,62,66
L.Nac	8m 	0.195935 	 47,81,65
L.Nac	M1	0.293857 	 65,55,59
L.Nac	S1	0.405186 	 68,48,64
L.Nac	ParOp	0.316296 	 72,49,46
L.Nac	aIPS	0.345740 	 72,50,59
L.Nac	pIPL	0.283936 	 61,38,58
L.Nac	pIPL	0.231800 	 54,25,57
L.Nac	23ab	0.224870 	 45,54,53
L.Nac	rsplC	0.180489 	 50,38,42
L.Nac	latocc	0.223783 	 72,34,30
L.Nac	perirhinal	0.264431 	 67,62,16
L.Nac	temPol	0.221605 	 66,69,21
L.Nac	ventrStr	0.278070 	 51,68,30
L.Nac	Caud	0.159308 	 51,68,45
L.Nac	put	0.482191 	 32,67,32
L.Nac	hippoc	0.323223 	 57,53,28
L.Nac	amygd	0.421795 	 56,61,28
L.Nac	hypoth	0.339850 	 45,63,29
L.Nac	VTA	0.335269 	 45,52,28
R.Dca	9/46d	0.432233 	 25,82,56
R.Dca	44v	0.361200 	 20,72,40
R.Dca	SMA	0.309118 	 44,60,65
R.Dca	8m 	0.243250 	 47,82,63
R.Dca	M1	0.368691 	 65,53,61
R.Dca	S1	0.305737 	 68,49,66
R.Dca	ParOp	0.417830 	 71,49,48
R.Dca	aIPS	0.336471 	 73,50,59
R.Dca	pIPL	0.307563 	 63,40,56
R.Dca	pIPL	0.125996 	 56,26,57
R.Dca	23ab	0.172178 	 47,54,54
R.Dca	rsplC	0.340589 	 49,40,40
R.Dca	latocc	0.239169 	 72,34,31
R.Dca	perirhinal	0.304393 	 69,63,18
R.Dca	temPol	0.352375 	 67,69,21
R.Dca	ventrStr	0.251171 	 53,67,32
R.Dca	Caud	0.402569 	 51,67,44
R.Dca	put	0.390618 	 30,65,34
R.Dca	hippoc	0.300601 	 57,54,28
R.Dca	amygd	0.324247 	 57,61,27
R.Dca	hypoth	0.259124 	 46,62,29
R.Dca	VTA	0.216107 	 46,53,27
L.Dca	9/46d	0.359329 	 24,81,56
L.Dca	44v	0.241077 	 20,72,40
L.Dca	SMA	0.391062 	 43,62,65
L.Dca	8m 	0.317723 	 46,82,65
L.Dca	M1	0.235433 	 67,55,61
L.Dca	S1	0.469532 	 68,49,66
L.Dca	ParOp	0.270780 	 71,48,48
L.Dca	aIPS	0.184434 	 74,50,57
L.Dca	pIPL	0.227362 	 63,38,57
L.Dca	pIPL	0.228875 	 55,25,57
L.Dca	23ab	0.294934 	 45,53,55
L.Dca	rsplC	0.302993 	 49,40,40
L.Dca	latocc	0.419308 	 74,32,32
L.Dca	perirhinal	0.296356 	 67,63,18
L.Dca	temPol	0.243049 	 68,68,20
L.Dca	ventrStr	0.293152 	 53,69,30
L.Dca	Caud	0.491939 	 51,67,45
L.Dca	put	0.374881 	 32,65,33
L.Dca	hippoc	0.269378 	 58,54,27
L.Dca	amygd	0.345246 	 56,61,28
L.Dca	hypoth	0.277722 	 47,61,29
L.Dca	VTA	0.302325 	 45,52,28
R.Vca	9/46d	0.218498 	 25,81,55
R.Vca	44v	0.235900 	 20,72,40
R.Vca	SMA	0.267087 	 44,61,65
R.Vca	8m 	0.261477 	 47,82,63
