target	seed	rval	voxel
R.Nac	9/46d	0.468650 	 25,82,54
R.Nac	44v	0.288748 	 20,72,40
R.Nac	SMA	0.203170 	 44,60,67
R.Nac	8m 	0.363099 	 47,80,65
R.Nac	M1	0.313723 	 65,54,60
R.Nac	S1	0.303620 	 68,48,64
R.Nac	ParOp	0.271415 	 72,47,46
R.Nac	aIPS	0.433223 	 74,51,58
R.Nac	pIPL	0.203200 	 61,40,57
R.Nac	pIPL	0.379830 	 56,25,59
R.Nac	23ab	0.187856 	 47,52,55
R.Nac	rsplC	0.452662 	 50,39,40
R.Nac	latocc	0.471598 	 74,32,32
R.Nac	perirhinal	0.307736 	 69,63,18
R.Nac	temPol	0.267733 	 66,70,19
R.Nac	ventrStr	0.479075 	 53,68,32
R.Nac	Caud	0.158030 	 51,67,44
R.Nac	put	0.275510 	 32,67,34
R.Nac	hippoc	0.294874 	 58,53,29
R.Nac	amygd	0.303766 	 58,62,28
R.Nac	hypoth	0.563343 	 45,62,31
R.Nac	VTA	0.429240 	 46,53,29
L.Nac	9/46d	0.404083 	 23,82,55
L.Nac	44v	0.203228 	 18,74,40
L.Nac	SMA	0.163200 	 42,60,65
L.Nac	8m 	0.556827 	 46,82,65
L.Nac	M1	0.265667 	 67,55,61
L.Nac	S1	0.270319 	 68,49,66
L.Nac	ParOp	0.225860 	 72,49,48
L.Nac	aIPS	0.236592 	 74,51,57
L.Nac	pIPL	0.376238 	 61,38,56
L.Nac	pIPL	0.285135 	 54,26,58
L.Nac	23ab	0.494359 	 46,53,55
L.Nac	rsplC	0.568744 	 48,40,41
L.Nac	latocc	0.347877 	 74,32,30
L.Nac	perirhinal	0.178340 	 68,64,18
L.Nac	temPol	0.374800 	 67,68,20
L.Nac	ventrStr	0.466656 	 53,68,30
L.Nac	Caud	0.410755 	 53,69,44
L.Nac	put	0.283519 	 32,66,32
L.Nac	hippoc	0.501011 	 57,54,29
L.Nac	amygd	0.329537 	 57,60,26
L.Nac	hypoth	0.203465 	 47,62,31
L.Nac	VTA	0.439049 	 45,53,28
R.Dca	9/46d	0.332528 	 25,82,56
R.Dca	44v	0.271288 	 18,73,39
R.Dca	SMA	0.143926 	 42,62,65
R.Dca	8m 	0.346502 	 48,80,64
R.Dca	M1	0.167978 	 65,55,60
R.Dca	S1	0.306073 	 67,47,65
R.Dca	ParOp	0.191443 	 72,49,46
R.Dca	aIPS	0.174101 	 72,51,59
R.Dca	pIPL	0.131107 	 62,39,58
R.Dca	pIPL	0.253054 	 56,26,57
R.Dca	23ab	0.225369 	 47,53,55
R.Dca	rsplC	0.170779 	 48,40,42
R.Dca	latocc	0.236088 	 72,32,31
R.Dca	perirhinal	0.193709 	 67,62,18
R.Dca	temPol	0.208138 	 66,70,19
R.Dca	ventrStr	0.244752 	 52,69,32
R.Dca	Caud	0.207135 	 51,67,43
R.Dca	put	0.264283 	 31,67,34
R.Dca	hippoc	0.141761 	 59,53,29
R.Dca	amygd	0.252791 	 57,62,27
R.Dca	hypoth	0.203239 	 45,61,29
R.Dca	VTA	0.269741 	 44,53,28
L.Dca	9/46d	0.244730 	 24,81,56
L.Dca	44v	0.255433 	 20,74,39
L.Dca	SMA	0.227316 	 43,62,65
L.Dca	8m 	0.193931 	 48,82,65
L.Dca	M1	0.223033 	 67,53,61
L.Dca	S1	0.315271 	 68,48,64
L.Dca	ParOp	0.245479 	 70,47,46
L.Dca	aIPS	0.365027 	 73,51,57
L.Dca	pIPL	0.306138 	 62,38,58
L.Dca	pIPL	0.383208 	 56,26,58
L.Dca	23ab	0.248710 	 45,53,55
L.Dca	rsplC	0.238137 	 50,38,41
L.Dca	latocc	0.353426 	 73,34,32
L.Dca	perirhinal	0.403124 	 69,63,18
L.Dca	temPol	0.299627 	 67,69,20
L.Dca	ventrStr	0.163476 	 52,67,31
L.Dca	Caud	0.273748 	 53,69,45
L.Dca	put	0.430251 	 32,65,32
L.Dca	hippoc	0.218993 	 58,53,27
L.Dca	amygd	0.283460 	 57,62,27
L.Dca	hypoth	0.328175 	 45,61,30
L.Dca	VTA	0.343528 	 46,54,29
R.Vca	9/46d	0.441052 	 25,82,54
R.Vca	44v	0.236301 	 20,72,40
R.Vca	SMA	0.249353 	 42,60,65
R.Vca	8m 	0.338284 	 47,80,65
R.Vca	M1	0.240879 	 65,55,59
R.Vca	S1	0.305286 	 68,49,66
R.Vca	ParOp	0.283902 	 71,47,47
R.Vca	aIPS	0.373397 	 74,51,58
R.Vca	pIPL	0.288082 	 63,40,58
R.Vca	pIPL	0.363553 	 54,24,59
R.Vca	23ab	0.275870 	 47,54,55
R.Vca	rsplC	0.283921 	 50,39,40
R.Vca	latocc	0.203330 	 74,32,32
R.Vca	perirhinal	0.253843 	 67,64,16
R.Vca	temPol	0.280924 	 66,70,19
R.Vca	ventrStr	0.393513 	 53,67,31
R.Vca	Caud	0.328158 	 51,69,43
R.Vca	put	0.294999 	 32,65,32
R.Vca	hippoc	0.347224 	 58,54,29
R.Vca	amygd	0.285441 	 56,60,26
R.Vca	hypoth	0.396565 	 45,61,29
R.Vca	VTA	0.361895 	 45,53,27
L.Vca	9/46d	0.356350 	 25,80,54
L.Vca	44v	0.352049 	 19,73,39
L.Vca	SMA	0.221710 	 44,60,67
L.Vca	8m 	0.307857 	 46,81,65
L.Vca	M1	0.300222 	 66,55,60
L.Vca	S1	0.148086 	 66,47,65
L.Vca	ParOp	0.236747 	 72,49,48
L.Vca	aIPS	0.245306 	 73,50,57
L.Vca	pIPL	0.209876 	 61,40,57
L.Vca	pIPL	0.268981 	 56,25,59
L.Vca	23ab	0.341154 	 47,54,55
L.Vca	rsplC	0.272160 	 48,38,42
L.Vca	latocc	0.132789 	 74,34,32
L.Vca	perirhinal	0.412092 	 68,64,17
L.Vca	temPol	0.257294 	 68,68,19
L.Vca	ventrStr	0.290887 	 53,69,32
L.Vca	Caud	0.284177 	 51,68,44
L.Vca	put	0.298603 	 31,66,32
L.Vca	hippoc	0.310206 	 57,53,28
L.Vca	amygd	0.384549 	 58,61,26
L.Vca	hypoth	0.304076 	 45,62,31
L.Vca	VTA	0.315969 	 44,54,27
R.Gp	9/46d	0.293947 	 25,81,56
R.Gp	44v	0.291529 	 19,74,39
R.Gp	SMA	0.280129 	 42,62,67
R.Gp	8m 	0.248550 	 47,81,64
R.Gp	M1	0.236274 	 66,55,61
R.Gp	S1	0.303214 	 66,47,64
R.Gp	ParOp	0.281572 	 70,49,47
R.Gp	aIPS	0.250242 	 74,51,57
R.Gp	pIPL	0.281093 	 63,39,58
R.Gp	pIPL	0.353629 	 55,25,57
R.Gp	23ab	0.192283 	 47,53,55
R.Gp	rsplC	0.197485 	 49,40,42
R.Gp	latocc	0.186002 	 74,33,30
R.Gp	perirhinal	0.281278 	 69,64,18
R.Gp	temPol	0.304830 	 66,68,20
R.Gp	ventrStr	0.294964 	 52,67,30
R.Gp	Caud	0.163548 	 52,67,44
R.Gp	put	0.188970 	 31,65,33
R.Gp	hippoc	0.248059 	 57,54,27
R.Gp	amygd	0.225347 	 58,60,28
R.Gp	hypoth	0.361367 	 47,61,30
R.Gp	VTA	0.168470 	 45,53,28
L.Gp	9/46d	0.316647 	 25,80,54
L.Gp	44v	0.184179 	 20,73,40
L.Gp	SMA	0.370019 	 43,60,67
L.Gp	8m 	0.195246 	 47,80,65
L.Gp	M1	0.285488 	 65,55,60
L.Gp	S1	0.228496 	 66,48,65
L.Gp	ParOp	0.193996 	 70,49,47
L.Gp	aIPS	0.209690 	 73,50,57
L.Gp	pIPL	0.198325 	 62,40,57
L.Gp	pIPL	0.274164 	 54,24,59
L.Gp	23ab	0.282218 	 45,52,55
L.Gp	rsplC	0.214023 	 50,38,41
L.Gp	latocc	0.220084 	 73,32,32
L.Gp	perirhinal	0.162658 	 69,63,18
L.Gp	temPol	0.215769 	 67,69,20
L.Gp	ventrStr	0.231776 	 52,68,30
L.Gp	Caud	0.275512 	 53,67,43
L.Gp	put	0.318201 	 32,65,32
L.Gp	hippoc	0.220982 	 57,52,29
L.Gp	amygd	0.259231 	 58,60,28
L.Gp	hypoth	0.394433 	 45,62,31
L.Gp	VTA	0.236115 	 46,54,28
R.Vmpu	9/46d	0.225774 	 24,81,55
R.Vmpu	44v	0.233311 	 18,72,41
R.Vmpu	SMA	0.192995 	 42,60,67
R.Vmpu	8m 	0.264098 	 48,82,63
R.Vmpu	M1	0.260015 	 67,54,61
R.Vmpu	S1	0.363203 	 66,47,64
R.Vmpu	ParOp	0.163569 	 70,49,46
R.Vmpu	aIPS	0.185652 	 74,52,59
