target	seed	rval	voxel
R.Nac	9/46d	0.245948 	 23,82,56
R.Nac	44v	0.329733 	 20,72,39
R.Nac	SMA	0.223452 	 43,62,66
R.Nac	8m 	0.503827 	 46,80,64
R.Nac	M1	0.288257 	 65,53,59
R.Nac	S1	0.328018 	 68,49,66
R.Nac	ParOp	0.241928 	 70,49,46
R.Nac	aIPS	0.307756 	 72,52,58
R.Nac	pIPL	0.285100 	 61,38,58
R.Nac	pIPL	0.433915 	 54,26,58
R.Nac	23ab	0.439147 	 45,54,54
R.Nac	rsplC	0.579825 	 48,39,40
R.Nac	latocc	0.264888 	 73,33,30
R.Nac	perirhinal	0.423781 	 68,64,16
R.Nac	temPol	0.352166 	 66,69,20
R.Nac	ventrStr	0.517563 	 52,67,30
R.Nac	Caud	0.334460 	 52,67,44
R.Nac	put	0.459707 	 32,66,32
R.Nac	hippoc	0.521679 	 58,53,29
R.Nac	amygd	0.370193 	 57,60,28
R.Nac	hypoth	0.347916 	 45,63,30
R.Nac	VTA	0.359671 	 44,54,28
L.Nac	9/46d	0.250704 	 25,82,56
L.Nac	44v	0.320301 	 20,72,40
L.Nac	SMA	0.270866 	 44,60,65
L.Nac	8m 	0.338192 	 46,80,64
L.Nac	M1	0.180556 	 67,54,61
L.Nac	S1	0.276982 	 68,48,65
L.Nac	ParOp	0.289746 	 70,49,48
L.Nac	aIPS	0.231835 	 72,50,59
L.Nac	pIPL	0.233245 	 63,38,57
L.Nac	pIPL	0.209011 	 55,24,58
L.Nac	23ab	0.243779 	 45,54,55
L.Nac	rsplC	0.386841 	 48,39,40
L.Nac	latocc	0.310123 	 72,33,32
L.Nac	perirhinal	0.232073 	 68,64,17
L.Nac	temPol	0.210594 	 66,69,19
L.Nac	ventrStr	0.334094 	 52,67,30
L.Nac	Caud	0.407577 	 52,68,45
L.Nac	put	0.370728 	 31,65,34
L.Nac	hippoc	0.416530 	 58,53,29
L.Nac	amygd	0.279759 	 58,62,28
L.Nac	hypoth	0.393221 	 45,63,31
L.Nac	VTA	0.321637 	 45,53,28
R.Dca	9/46d	0.210366 	 24,82,55
R.Dca	44v	0.265837 	 20,73,41
R.Dca	SMA	0.339823 	 44,61,67
R.Dca	8m 	0.475071 	 47,81,65
R.Dca	M1	0.214104 	 66,53,59
R.Dca	S1	0.271711 	 67,49,65
R.Dca	ParOp	0.317376 	 72,49,47
R.Dca	aIPS	0.305347 	 73,52,59
R.Dca	pIPL	0.319897 	 63,40,56
R.Dca	pIPL	0.362810 	 56,26,59
R.Dca	23ab	0.356279 	 47,54,55
R.Dca	rsplC	0.188369 	 50,40,40
R.Dca	latocc	0.333703 	 73,34,31
R.Dca	perirhinal	0.313221 	 67,64,16
R.Dca	temPol	0.473636 	 67,70,20
R.Dca	ventrStr	0.430192 	 51,69,31
R.Dca	Caud	0.515394 	 51,67,43
R.Dca	put	0.295415 	 31,66,34
R.Dca	hippoc	0.184227 	 57,53,27
R.Dca	amygd	0.160718 	 56,60,28
R.Dca	hypoth	0.328642 	 45,63,30
R.Dca	VTA	0.425436 	 44,53,29
L.Dca	9/46d	0.260681 	 24,80,54
L.Dca	44v	0.269319 	 20,72,39
L.Dca	SMA	0.300519 	 43,62,65
L.Dca	8m 	0.474963 	 46,80,64
L.Dca	M1	0.268940 	 65,54,59
L.Dca	S1	0.244466 	 68,49,65
L.Dca	ParOp	0.308859 	 70,49,48
L.Dca	aIPS	0.254557 	 72,50,59
L.Dca	pIPL	0.443177 	 63,40,56
L.Dca	pIPL	0.380053 	 56,26,59
L.Dca	23ab	0.315199 	 47,52,54
L.Dca	rsplC	0.380329 	 48,38,40
L.Dca	latocc	0.444941 	 74,34,31
L.Dca	perirhinal	0.381702 	 67,62,18
L.Dca	temPol	0.468467 	 67,70,20
L.Dca	ventrStr	0.426787 	 52,69,32
L.Dca	Caud	0.545794 	 51,67,43
L.Dca	put	0.316917 	 30,67,32
L.Dca	hippoc	0.198499 	 57,54,27
L.Dca	amygd	0.197844 	 56,60,26
L.Dca	hypoth	0.380926 	 46,62,29
L.Dca	VTA	0.396580 	 44,53,29
