target	seed	rval	voxel
R.Nac	9/46d	0.365080 	 23,82,55
R.Nac	44v	0.249506 	 19,72,40
R.Nac	SMA	0.220885 	 42,61,65
R.Nac	8m 	0.360723 	 48,80,65
R.Nac	M1	0.335182 	 66,54,60
R.Nac	S1	0.217207 	 68,47,64
R.Nac	ParOp	0.350142 	 72,49,48
R.Nac	aIPS	0.358010 	 74,50,58
R.Nac	pIPL	0.353656 	 61,38,56
R.Nac	pIPL	0.453920 	 54,25,57
R.Nac	23ab	0.423145 	 46,52,55
R.Nac	rsplC	0.456544 	 48,40,41
R.Nac	latocc	0.389896 	 72,32,32
R.Nac	perirhinal	0.477379 	 67,64,16
R.Nac	temPol	0.374285 	 68,70,21
R.Nac	ventrStr	0.581302 	 53,67,31
R.Nac	Caud	0.428124 	 52,69,45
R.Nac	put	0.344188 	 31,65,32
R.Nac	hippoc	0.414151 	 57,52,28
R.Nac	amygd	0.372667 	 56,62,28
R.Nac	hypoth	0.248623 	 47,63,30
R.Nac	VTA	0.366649 	 45,54,27
L.Nac	9/46d	0.485427 	 23,82,55
L.Nac	44v	0.378136 	 19,72,40
L.Nac	SMA	0.263037 	 42,60,65
L.Nac	8m 	0.370427 	 47,80,63
L.Nac	M1	0.368197 	 67,54,61
L.Nac	S1	0.254745 	 66,49,65
L.Nac	ParOp	0.303340 	 72,48,47
L.Nac	aIPS	0.475376 	 74,50,57
L.Nac	pIPL	0.331838 	 61,38,56
L.Nac	pIPL	0.442953 	 56,25,58
L.Nac	23ab	0.397575 	 47,53,53
L.Nac	rsplC	0.446867 	 48,40,41
L.Nac	latocc	0.467869 	 73,33,32
L.Nac	perirhinal	0.447908 	 67,63,17
L.Nac	temPol	0.493126 	 67,70,21
L.Nac	ventrStr	0.475741 	 53,67,31
L.Nac	Caud	0.245329 	 53,69,44
L.Nac	put	0.333667 	 30,67,33
L.Nac	hippoc	0.533438 	 57,52,29
L.Nac	amygd	0.380404 	 58,61,27
L.Nac	hypoth	0.275462 	 46,62,30
L.Nac	VTA	0.311278 	 45,54,29
R.Dca	9/46d	0.277395 	 24,80,54
R.Dca	44v	0.376064 	 19,72,40
R.Dca	SMA	0.300522 	 44,62,67
R.Dca	8m 	0.316461 	 47,80,63
R.Dca	M1	0.222182 	 67,53,60
R.Dca	S1	0.322599 	 67,49,64
R.Dca	ParOp	0.240725 	 72,48,46
R.Dca	aIPS	0.270037 	 74,50,58
R.Dca	pIPL	0.368763 	 63,39,56
R.Dca	pIPL	0.392981 	 54,24,58
R.Dca	23ab	0.381180 	 45,52,55
R.Dca	rsplC	0.471653 	 49,40,40
R.Dca	latocc	0.256144 	 73,32,31
R.Dca	perirhinal	0.190013 	 68,64,17
R.Dca	temPol	0.438659 	 67,69,20
R.Dca	ventrStr	0.319531 	 53,68,31
R.Dca	Caud	0.313175 	 51,67,43
R.Dca	put	0.305418 	 30,66,34
R.Dca	hippoc	0.357777 	 57,54,29
R.Dca	amygd	0.308878 	 56,60,28
R.Dca	hypoth	0.253789 	 46,63,31
R.Dca	VTA	0.403534 	 45,54,27
L.Dca	9/46d	0.227965 	 23,81,55
L.Dca	44v	0.223656 	 19,73,40
L.Dca	SMA	0.188015 	 42,60,66
L.Dca	8m 	0.359877 	 46,81,64
L.Dca	M1	0.227773 	 65,53,61
L.Dca	S1	0.164272 	 67,48,64
L.Dca	ParOp	0.348323 	 72,47,47
L.Dca	aIPS	0.470689 	 73,52,59
L.Dca	pIPL	0.304648 	 63,38,57
L.Dca	pIPL	0.370018 	 55,24,59
L.Dca	23ab	0.252126 	 45,52,55
L.Dca	rsplC	0.342968 	 49,40,41
L.Dca	latocc	0.164381 	 74,33,30
L.Dca	perirhinal	0.371549 	 68,64,17
L.Dca	temPol	0.309437 	 68,70,19
L.Dca	ventrStr	0.329199 	 52,68,30
L.Dca	Caud	0.311525 	 51,68,43
L.Dca	put	0.281593 	 31,67,34
L.Dca	hippoc	0.266669 	 57,52,28
L.Dca	amygd	0.184167 	 56,62,27
L.Dca	hypoth	0.217171 	 45,62,31
L.Dca	VTA	0.324632 	 45,52,27
R.Vca	9/46d	0.318427 	 24,81,54
R.Vca	44v	0.335825 	 18,73,39
R.Vca	SMA	0.248468 	 42,60,65
R.Vca	8m 	0.248357 	 47,81,64
R.Vca	M1	0.257385 	 65,55,59
R.Vca	S1	0.359621 	 68,49,64
R.Vca	ParOp	0.347193 	 72,47,46
R.Vca	aIPS	0.492579 	 74,52,58
R.Vca	pIPL	0.282817 	 63,39,56
R.Vca	pIPL	0.403881 	 54,24,57
R.Vca	23ab	0.283598 	 47,54,53
R.Vca	rsplC	0.200835 	 49,39,42
R.Vca	latocc	0.368915 	 74,33,31
R.Vca	perirhinal	0.287804 	 69,62,16
R.Vca	temPol	0.413993 	 68,70,20
R.Vca	ventrStr	0.370525 	 52,67,30
R.Vca	Caud	0.449111 	 51,68,44
R.Vca	put	0.427074 	 32,67,33
R.Vca	hippoc	0.301252 	 57,52,28
R.Vca	amygd	0.389884 	 58,62,26
R.Vca	hypoth	0.324777 	 45,62,29
R.Vca	VTA	0.301519 	 45,53,27
L.Vca	9/46d	0.280976 	 24,80,54
L.Vca	44v	0.298204 	 18,74,39
L.Vca	SMA	0.253742 	 42,60,67
L.Vca	8m 	0.222239 	 46,80,65
L.Vca	M1	0.255203 	 67,55,61
L.Vca	S1	0.324999 	 66,49,65
L.Vca	ParOp	0.178577 	 70,49,48
L.Vca	aIPS	0.251287 	 72,51,57
L.Vca	pIPL	0.260027 	 61,40,57
L.Vca	pIPL	0.208058 	 56,26,59
L.Vca	23ab	0.254120 	 47,52,53
L.Vca	rsplC	0.261837 	 50,38,41
L.Vca	latocc	0.251969 	 74,32,30
L.Vca	perirhinal	0.221585 	 67,62,18
L.Vca	temPol	0.321252 	 66,68,19
L.Vca	ventrStr	0.429764 	 53,67,31
L.Vca	Caud	0.272224 	 51,69,44
L.Vca	put	0.362531 	 32,66,32
L.Vca	hippoc	0.328492 	 59,52,27
L.Vca	amygd	0.194945 	 58,61,27
L.Vca	hypoth	0.300585 	 47,63,30
L.Vca	VTA	0.299712 	 46,53,29
R.Gp	9/46d	0.283205 	 23,82,54
R.Gp	44v	0.348622 	 20,72,41
R.Gp	SMA	0.186601 	 42,60,67
R.Gp	8m 	0.397808 	 47,80,63
R.Gp	M1	0.357513 	 65,53,60
R.Gp	S1	0.416683 	 68,48,66
R.Gp	ParOp	0.389840 	 71,49,46
R.Gp	aIPS	0.294846 	 73,52,57
R.Gp	pIPL	0.222843 	 61,40,57
R.Gp	pIPL	0.293893 	 54,24,59
R.Gp	23ab	0.363584 	 45,52,55
R.Gp	rsplC	0.351363 	 50,39,42
R.Gp	latocc	0.484746 	 74,33,31
R.Gp	perirhinal	0.396604 	 67,64,17
R.Gp	temPol	0.248907 	 66,68,21
R.Gp	ventrStr	0.207004 	 52,69,31
R.Gp	Caud	0.226425 	 53,67,43
R.Gp	put	0.299615 	 31,67,32
R.Gp	hippoc	0.287412 	 57,54,29
R.Gp	amygd	0.265877 	 58,61,28
R.Gp	hypoth	0.356721 	 46,63,30
R.Gp	VTA	0.309878 	 46,54,29
L.Gp	9/46d	0.348705 	 25,82,55
L.Gp	44v	0.224103 	 18,74,39
L.Gp	SMA	0.294528 	 44,62,65
L.Gp	8m 	0.305186 	 46,82,65
L.Gp	M1	0.332419 	 67,55,59
L.Gp	S1	0.398005 	 66,47,66
L.Gp	ParOp	0.313389 	 70,47,48
L.Gp	aIPS	0.184236 	 73,52,58
L.Gp	pIPL	0.383641 	 63,39,56
L.Gp	pIPL	0.128137 	 54,25,59
L.Gp	23ab	0.251403 	 47,54,54
L.Gp	rsplC	0.348287 	 48,40,40
L.Gp	latocc	0.317628 	 72,33,30
L.Gp	perirhinal	0.303177 	 68,62,17
L.Gp	temPol	0.181490 	 68,68,19
L.Gp	ventrStr	0.479495 	 53,67,31
L.Gp	Caud	0.274456 	 51,69,43
L.Gp	put	0.247044 	 30,67,33
L.Gp	hippoc	0.280536 	 57,52,27
L.Gp	amygd	0.406591 	 58,61,28
L.Gp	hypoth	0.317747 	 47,61,31
L.Gp	VTA	0.296914 	 44,54,27
R.Vmpu	9/46d	0.269202 	 25,80,55
R.Vmpu	44v	0.266857 	 19,73,40
R.Vmpu	SMA	0.391170 	 42,61,67
R.Vmpu	8m 	0.262701 	 47,81,64
R.Vmpu	M1	0.224956 	 67,53,61
R.Vmpu	S1	0.469900 	 68,47,64
R.Vmpu	ParOp	0.322141 	 72,48,48
R.Vmpu	aIPS	0.273565 	 72,52,58
R.Vmpu	pIPL	0.201200 	 61,40,58
R.Vmpu	pIPL	0.283321 	 54,26,58
R.Vmpu	23ab	0.280605 	 45,54,53
R.Vmpu	rsplC	0.382885 	 49,39,42
R.Vmpu	latocc	0.270604 	 73,34,30
R.Vmpu	perirhinal	0.290832 	 67,62,18
R.Vmpu	temPol	0.334610 	 68,69,20
R.Vmpu	ventrStr	0.436914 	 51,69,31
R.Vmpu	Caud	0.332074 	 51,68,45
R.Vmpu	put	0.476753 	 32,67,34
R.Vmpu	hippoc	0.384421 	 57,54,29
R.Vmpu	amygd	0.215850 	 56,61,28
R.Vmpu	hypoth	0.285296 	 47,63,30
R.Vmpu	VTA	0.325611 	 46,52,27
L.Vmpu	9/46d	0.365583 	 24,80,55
L.Vmpu	44v	0.263429 	 18,73,40
L.Vmpu	SMA	0.423400 	 42,61,65
