target	seed	rval	voxel
R.Nac	9/46d	0.231363 	 25,80,54
R.Nac	44v	0.359566 	 19,73,41
R.Nac	SMA	0.184835 	 42,60,66
R.Nac	8m 	0.348055 	 48,82,63
R.Nac	M1	0.307012 	 65,55,59
R.Nac	S1	0.313655 	 68,49,65
R.Nac	ParOp	0.285447 	 71,48,47
R.Nac	aIPS	0.156401 	 74,50,57
R.Nac	pIPL	0.077373 	 63,40,57
R.Nac	pIPL	0.390963 	 54,26,57
R.Nac	23ab	0.312511 	 46,53,55
R.Nac	rsplC	0.299558 	 48,38,42
R.Nac	latocc	0.290727 	 72,33,30
R.Nac	perirhinal	0.327836 	 67,64,17
R.Nac	temPol	0.223045 	 68,70,20
R.Nac	ventrStr	0.350240 	 53,67,31
R.Nac	Caud	0.363271 	 53,67,45
R.Nac	put	0.345462 	 32,65,33
R.Nac	hippoc	0.307615 	 59,53,28
R.Nac	amygd	0.250783 	 57,60,26
R.Nac	hypoth	0.451242 	 46,61,30
R.Nac	VTA	0.319134 	 44,54,29
L.Nac	9/46d	0.368933 	 23,81,56
L.Nac	44v	0.329133 	 20,74,41
L.Nac	SMA	0.349713 	 42,61,67
L.Nac	8m 	0.258172 	 47,80,64
L.Nac	M1	0.308638 	 67,54,60
L.Nac	S1	0.320132 	 68,47,64
L.Nac	ParOp	0.231582 	 72,49,46
L.Nac	aIPS	0.262637 	 74,50,58
L.Nac	pIPL	0.278334 	 63,38,56
L.Nac	pIPL	0.428941 	 54,25,59
L.Nac	23ab	0.182447 	 46,52,55
L.Nac	rsplC	0.449019 	 48,38,42
L.Nac	latocc	0.243981 	 72,32,30
L.Nac	perirhinal	0.269510 	 67,63,18
L.Nac	temPol	0.394339 	 68,70,20
L.Nac	ventrStr	0.355238 	 53,69,32
L.Nac	Caud	0.205795 	 52,69,43
L.Nac	put	0.213447 	 31,67,32
L.Nac	hippoc	0.472281 	 58,53,28
L.Nac	amygd	0.458688 	 56,61,28
L.Nac	hypoth	0.574822 	 46,63,31
L.Nac	VTA	0.208540 	 46,53,28
R.Dca	9/46d	0.500169 	 23,81,55
R.Dca	44v	0.212268 	 18,74,41
R.Dca	SMA	0.257401 	 44,62,67
R.Dca	8m 	0.282605 	 48,82,63
R.Dca	M1	0.214880 	 67,54,61
R.Dca	S1	0.329939 	 66,49,66
R.Dca	ParOp	0.295971 	 70,49,48
R.Dca	aIPS	0.393439 	 72,51,58
R.Dca	pIPL	0.146936 	 63,40,58
R.Dca	pIPL	0.147836 	 56,24,58
R.Dca	23ab	0.226731 	 47,52,53
R.Dca	rsplC	0.270922 	 49,39,42
R.Dca	latocc	0.344323 	 74,32,32
R.Dca	perirhinal	0.260435 	 69,63,17
R.Dca	temPol	0.352360 	 67,69,20
R.Dca	ventrStr	0.304446 	 52,68,31
R.Dca	Caud	0.255392 	 51,67,44
R.Dca	put	0.331171 	 31,66,34
R.Dca	hippoc	0.233155 	 57,52,28
R.Dca	amygd	0.280164 	 58,61,26
R.Dca	hypoth	0.251299 	 47,63,29
R.Dca	VTA	0.288984 	 46,53,27
L.Dca	9/46d	0.288250 	 24,80,56
L.Dca	44v	0.240735 	 19,73,40
L.Dca	SMA	0.205063 	 43,62,67
L.Dca	8m 	0.334040 	 48,80,64
L.Dca	M1	0.182226 	 66,54,61
L.Dca	S1	0.218223 	 67,49,66
