target	seed	rval	voxel
R.Nac	9/46d	0.330906 	 25,82,56
R.Nac	44v	0.342667 	 18,72,41
R.Nac	SMA	0.223150 	 43,62,67
R.Nac	8m 	0.431129 	 46,80,63
R.Nac	M1	0.430259 	 67,53,60
R.Nac	S1	0.416265 	 67,47,65
R.Nac	ParOp	0.287524 	 71,48,46
R.Nac	aIPS	0.218499 	 72,52,59
R.Nac	pIPL	0.311713 	 61,39,56
R.Nac	pIPL	0.362518 	 55,24,57
R.Nac	23ab	0.395333 	 47,52,54
R.Nac	rsplC	0.301059 	 48,38,40
R.Nac	latocc	0.342486 	 73,34,32
R.Nac	perirhinal	0.280455 	 67,64,18
R.Nac	temPol	0.418123 	 67,70,20
R.Nac	ventrStr	0.438717 	 51,69,31
R.Nac	Caud	0.299190 	 52,67,45
R.Nac	put	0.287604 	 32,66,33
R.Nac	hippoc	0.159879 	 58,53,29
R.Nac	amygd	0.249120 	 57,62,26
R.Nac	hypoth	0.430517 	 45,63,29
R.Nac	VTA	0.309240 	 46,53,27
L.Nac	9/46d	0.291903 	 25,81,54
L.Nac	44v	0.467931 	 18,72,41
L.Nac	SMA	0.348310 	 44,60,66
L.Nac	8m 	0.410252 	 47,80,63
L.Nac	M1	0.291873 	 67,53,60
L.Nac	S1	0.434308 	 68,47,65
L.Nac	ParOp	0.279791 	 70,48,47
L.Nac	aIPS	0.268638 	 72,52,58
L.Nac	pIPL	0.367143 	 62,40,58
L.Nac	pIPL	0.310233 	 56,26,57
L.Nac	23ab	0.220488 	 47,53,55
L.Nac	rsplC	0.359408 	 48,39,41
L.Nac	latocc	0.238431 	 72,34,30
L.Nac	perirhinal	0.389356 	 67,63,16
L.Nac	temPol	0.282167 	 66,68,20
L.Nac	ventrStr	0.412621 	 53,67,30
L.Nac	Caud	0.412499 	 53,68,43
L.Nac	put	0.393934 	 32,66,33
L.Nac	hippoc	0.470187 	 57,54,28
L.Nac	amygd	0.475677 	 57,62,27
L.Nac	hypoth	0.430679 	 45,63,31
L.Nac	VTA	0.482540 	 44,54,29
R.Dca	9/46d	0.198970 	 25,80,54
R.Dca	44v	0.519979 	 20,73,40
R.Dca	SMA	0.303147 	 43,62,66
R.Dca	8m 	0.316165 	 47,81,65
R.Dca	M1	0.330605 	 67,55,61
R.Dca	S1	0.335147 	 66,48,66
R.Dca	ParOp	0.469301 	 71,47,47
