target	seed	rval	voxel
R.Nac	9/46d	0.339141 	 23,82,54
R.Nac	44v	0.223195 	 18,72,41
R.Nac	SMA	0.263115 	 44,61,65
R.Nac	8m 	0.253124 	 46,80,65
R.Nac	M1	0.196135 	 66,54,59
R.Nac	S1	0.308822 	 67,47,65
R.Nac	ParOp	0.268155 	 72,47,47
R.Nac	aIPS	0.225600 	 74,51,57
R.Nac	pIPL	0.316907 	 61,39,58
R.Nac	pIPL	0.256577 	 56,24,59
R.Nac	23ab	0.553718 	 45,53,55
R.Nac	rsplC	0.252625 	 48,39,40
R.Nac	latocc	0.219167 	 72,34,32
R.Nac	perirhinal	0.386219 	 68,63,18
R.Nac	temPol	0.278295 	 67,69,21
R.Nac	ventrStr	0.285454 	 51,69,30
R.Nac	Caud	0.367444 	 53,67,43
R.Nac	put	0.574349 	 32,65,32
R.Nac	hippoc	0.384164 	 57,52,27
R.Nac	amygd	0.365486 	 58,62,28
R.Nac	hypoth	0.407812 	 46,63,31
R.Nac	VTA	0.416418 	 44,52,27
L.Nac	9/46d	0.378441 	 25,80,55
L.Nac	44v	0.281766 	 18,74,39
L.Nac	SMA	0.295153 	 43,61,67
L.Nac	8m 	0.222158 	 46,80,63
L.Nac	M1	0.336802 	 66,54,61
L.Nac	S1	0.245035 	 66,49,66
L.Nac	ParOp	0.341819 	 70,48,47
L.Nac	aIPS	0.320443 	 74,51,57
L.Nac	pIPL	0.266234 	 62,40,56
L.Nac	pIPL	0.270595 	 54,25,57
L.Nac	23ab	0.454938 	 45,53,54
L.Nac	rsplC	0.156723 	 49,38,42
L.Nac	latocc	0.208987 	 72,34,30
L.Nac	perirhinal	0.350694 	 68,63,18
L.Nac	temPol	0.227558 	 68,70,21
L.Nac	ventrStr	0.316691 	 51,68,31
L.Nac	Caud	0.550361 	 51,69,45
L.Nac	put	0.400878 	 32,65,32
L.Nac	hippoc	0.264386 	 58,52,27
L.Nac	amygd	0.311323 	 58,61,26
L.Nac	hypoth	0.442082 	 47,63,31
L.Nac	VTA	0.339741 	 45,53,28
R.Dca	9/46d	0.298245 	 23,81,56
R.Dca	44v	0.410823 	 18,74,40
R.Dca	SMA	0.330462 	 43,61,65
R.Dca	8m 	0.311893 	 48,82,64
R.Dca	M1	0.488879 	 66,54,60
R.Dca	S1	0.387013 	 68,47,64
R.Dca	ParOp	0.297294 	 70,48,48
R.Dca	aIPS	0.378494 	 74,51,57
R.Dca	pIPL	0.306305 	 62,40,56
R.Dca	pIPL	0.158740 	 55,24,58
R.Dca	23ab	0.157378 	 45,52,54
R.Dca	rsplC	0.308578 	 50,38,42
R.Dca	latocc	0.374349 	 74,34,30
R.Dca	perirhinal	0.242637 	 69,63,17
R.Dca	temPol	0.291341 	 68,68,20
R.Dca	ventrStr	0.251601 	 53,68,30
R.Dca	Caud	0.269468 	 52,67,43
R.Dca	put	0.225778 	 30,65,34
R.Dca	hippoc	0.268208 	 58,54,29
R.Dca	amygd	0.354655 	 58,61,28
R.Dca	hypoth	0.445565 	 45,61,30
R.Dca	VTA	0.442733 	 44,52,27
L.Dca	9/46d	0.286554 	 23,80,56
L.Dca	44v	0.253526 	 19,74,41
L.Dca	SMA	0.303386 	 42,60,67
L.Dca	8m 	0.230925 	 48,82,63
L.Dca	M1	0.362644 	 65,53,61
L.Dca	S1	0.332486 	 66,48,66
L.Dca	ParOp	0.297966 	 72,47,48
L.Dca	aIPS	0.252755 	 74,52,58
L.Dca	pIPL	0.245932 	 63,40,58
L.Dca	pIPL	0.128356 	 56,25,59
L.Dca	23ab	0.222448 	 45,52,54
L.Dca	rsplC	0.195105 	 49,40,42
L.Dca	latocc	0.344675 	 74,34,30
L.Dca	perirhinal	0.317758 	 67,63,17
L.Dca	temPol	0.213393 	 68,69,21
L.Dca	ventrStr	0.274456 	 51,67,30
L.Dca	Caud	0.532637 	 52,69,45
L.Dca	put	0.330031 	 32,65,33
L.Dca	hippoc	0.271647 	 57,53,29
L.Dca	amygd	0.295169 	 56,61,27
L.Dca	hypoth	0.344247 	 45,62,29
L.Dca	VTA	0.294170 	 45,54,28
R.Vca	9/46d	0.260476 	 25,81,55
R.Vca	44v	0.195496 	 18,72,41
R.Vca	SMA	0.246925 	 44,62,65
R.Vca	8m 	0.197264 	 46,81,63
R.Vca	M1	0.133853 	 67,54,59
R.Vca	S1	0.280074 	 68,47,66
R.Vca	ParOp	0.276645 	 70,48,47
R.Vca	aIPS	0.179699 	 73,52,59
R.Vca	pIPL	0.354377 	 61,39,58
R.Vca	pIPL	0.264809 	 56,24,58
R.Vca	23ab	0.245794 	 47,52,54
R.Vca	rsplC	0.262115 	 50,40,41
R.Vca	latocc	0.131470 	 73,34,30
R.Vca	perirhinal	0.209244 	 69,63,17
R.Vca	temPol	0.195494 	 68,70,19
R.Vca	ventrStr	0.282064 	 52,67,32
R.Vca	Caud	0.362949 	 53,67,43
R.Vca	put	0.509798 	 32,66,32
R.Vca	hippoc	0.355968 	 58,52,29
R.Vca	amygd	0.179473 	 57,62,26
R.Vca	hypoth	0.379583 	 46,63,30
R.Vca	VTA	0.435939 	 46,53,28
L.Vca	9/46d	0.299027 	 25,82,56
L.Vca	44v	0.277568 	 20,72,41
L.Vca	SMA	0.200953 	 43,62,67
L.Vca	8m 	0.199515 	 47,82,64
L.Vca	M1	0.349936 	 66,55,59
L.Vca	S1	0.277255 	 66,48,65
L.Vca	ParOp	0.294669 	 70,49,48
L.Vca	aIPS	0.219251 	 72,52,57
L.Vca	pIPL	0.347008 	 61,38,58
L.Vca	pIPL	0.327605 	 54,25,59
L.Vca	23ab	0.244492 	 45,53,55
L.Vca	rsplC	0.240742 	 48,38,40
L.Vca	latocc	0.247292 	 74,34,30
L.Vca	perirhinal	0.255185 	 67,62,16
L.Vca	temPol	0.292521 	 67,70,21
L.Vca	ventrStr	0.348912 	 53,68,32
L.Vca	Caud	0.331751 	 51,67,45
L.Vca	put	0.404582 	 32,67,33
L.Vca	hippoc	0.377232 	 59,54,27
L.Vca	amygd	0.333575 	 58,61,26
L.Vca	hypoth	0.183023 	 47,63,31
L.Vca	VTA	0.374655 	 44,52,27
R.Gp	9/46d	0.305705 	 23,80,55
R.Gp	44v	0.338384 	 19,74,39
R.Gp	SMA	0.248453 	 44,60,65
R.Gp	8m 	0.301573 	 48,82,63
R.Gp	M1	0.322446 	 65,53,61
R.Gp	S1	0.379914 	 66,49,66
R.Gp	ParOp	0.464520 	 70,47,46
R.Gp	aIPS	0.421323 	 74,51,57
R.Gp	pIPL	0.321257 	 63,39,57
R.Gp	pIPL	0.250637 	 54,26,59
R.Gp	23ab	0.138173 	 45,53,55
R.Gp	rsplC	0.439127 	 48,39,41
R.Gp	latocc	0.241114 	 73,33,30
R.Gp	perirhinal	0.203615 	 68,62,17
R.Gp	temPol	0.194720 	 68,68,21
R.Gp	ventrStr	0.311091 	 51,68,32
R.Gp	Caud	0.327217 	 51,69,45
R.Gp	put	0.400135 	 30,65,34
R.Gp	hippoc	0.310188 	 57,53,28
R.Gp	amygd	0.384028 	 58,62,27
R.Gp	hypoth	0.393514 	 45,61,30
R.Gp	VTA	0.370458 	 46,52,28
L.Gp	9/46d	0.314872 	 23,80,54
L.Gp	44v	0.276807 	 19,74,39
L.Gp	SMA	0.246263 	 43,61,67
L.Gp	8m 	0.240890 	 48,82,65
L.Gp	M1	0.239810 	 67,55,59
L.Gp	S1	0.195449 	 68,47,65
L.Gp	ParOp	0.198224 	 72,49,46
L.Gp	aIPS	0.199025 	 72,51,59
L.Gp	pIPL	0.241388 	 61,38,56
L.Gp	pIPL	0.210667 	 55,26,58
L.Gp	23ab	0.300197 	 45,54,55
L.Gp	rsplC	0.282745 	 48,40,41
L.Gp	latocc	0.202659 	 72,34,32
L.Gp	perirhinal	0.251127 	 67,63,16
L.Gp	temPol	0.386179 	 67,69,19
L.Gp	ventrStr	0.289448 	 52,67,31
L.Gp	Caud	0.277751 	 53,68,43
