target	seed	rval	voxel
R.Nac	9/46d	0.276247 	 25,81,56
R.Nac	44v	0.215505 	 20,74,39
R.Nac	SMA	0.147358 	 42,61,66
R.Nac	8m 	0.340855 	 46,81,65
R.Nac	M1	0.142400 	 66,53,61
R.Nac	S1	0.204363 	 66,47,64
R.Nac	ParOp	0.220487 	 70,47,47
R.Nac	aIPS	0.246012 	 74,50,59
R.Nac	pIPL	0.300662 	 61,39,56
R.Nac	pIPL	0.255925 	 56,24,57
R.Nac	23ab	0.288155 	 47,52,55
R.Nac	rsplC	0.374418 	 48,40,42
R.Nac	latocc	0.160050 	 73,34,32
R.Nac	perirhinal	0.320805 	 69,63,16
R.Nac	temPol	0.240114 	 68,70,19
R.Nac	ventrStr	0.355481 	 51,67,31
R.Nac	Caud	0.331812 	 51,69,45
R.Nac	put	0.282021 	 32,66,32
R.Nac	hippoc	0.271789 	 58,52,29
R.Nac	amygd	0.195372 	 58,61,28
R.Nac	hypoth	0.345843 	 45,63,30
R.Nac	VTA	0.327667 	 46,54,28
L.Nac	9/46d	0.165989 	 25,80,54
L.Nac	44v	0.217599 	 20,74,39
L.Nac	SMA	0.294228 	 44,61,67
L.Nac	8m 	0.169132 	 47,81,65
L.Nac	M1	0.282725 	 66,53,60
L.Nac	S1	0.303798 	 66,47,64
L.Nac	ParOp	0.279228 	 70,49,46
L.Nac	aIPS	0.290647 	 73,51,58
L.Nac	pIPL	0.252125 	 61,40,58
L.Nac	pIPL	0.267004 	 54,24,57
L.Nac	23ab	0.190009 	 47,54,54
L.Nac	rsplC	0.248143 	 50,40,41
L.Nac	latocc	0.247428 	 72,33,32
L.Nac	perirhinal	0.141174 	 68,64,18
L.Nac	temPol	0.196677 	 68,69,19
L.Nac	ventrStr	0.186082 	 53,69,30
L.Nac	Caud	0.170426 	 51,69,44
L.Nac	put	0.242787 	 30,65,33
L.Nac	hippoc	0.299093 	 59,52,27
L.Nac	amygd	0.340844 	 57,60,27
L.Nac	hypoth	0.267902 	 47,63,30
L.Nac	VTA	0.315941 	 46,53,29
R.Dca	9/46d	0.311460 	 24,80,55
R.Dca	44v	0.244118 	 20,72,39
R.Dca	SMA	0.194976 	 44,62,66
R.Dca	8m 	0.435722 	 46,82,63
R.Dca	M1	0.229408 	 67,55,60
R.Dca	S1	0.236827 	 66,48,65
R.Dca	ParOp	0.362055 	 71,49,47
R.Dca	aIPS	0.286458 	 74,50,58
R.Dca	pIPL	0.241752 	 61,39,57
R.Dca	pIPL	0.286587 	 54,24,58
R.Dca	23ab	0.427475 	 46,52,54
R.Dca	rsplC	0.397745 	 48,40,42
R.Dca	latocc	0.457964 	 74,32,32
R.Dca	perirhinal	0.346894 	 67,62,16
R.Dca	temPol	0.355739 	 66,68,19
R.Dca	ventrStr	0.377960 	 53,69,32
R.Dca	Caud	0.472266 	 51,69,44
R.Dca	put	0.512727 	 32,66,32
R.Dca	hippoc	0.451656 	 58,52,29
R.Dca	amygd	0.330035 	 58,60,26
R.Dca	hypoth	0.315256 	 45,63,31
R.Dca	VTA	0.492398 	 45,54,28
L.Dca	9/46d	0.212826 	 24,82,54
L.Dca	44v	0.197420 	 20,74,40
L.Dca	SMA	0.211628 	 44,61,66
L.Dca	8m 	0.353868 	 46,82,65
L.Dca	M1	0.343685 	 67,55,60
L.Dca	S1	0.232706 	 66,48,65
L.Dca	ParOp	0.332444 	 71,49,48
L.Dca	aIPS	0.293848 	 74,50,59
L.Dca	pIPL	0.487006 	 62,38,56
L.Dca	pIPL	0.372055 	 54,25,58
L.Dca	23ab	0.220107 	 45,52,54
L.Dca	rsplC	0.323447 	 50,40,42
L.Dca	latocc	0.529824 	 74,33,31
L.Dca	perirhinal	0.275924 	 67,62,17
L.Dca	temPol	0.484158 	 68,68,21
L.Dca	ventrStr	0.308652 	 51,67,32
L.Dca	Caud	0.596545 	 51,69,44
L.Dca	put	0.473448 	 32,65,32
L.Dca	hippoc	0.298235 	 58,52,29
L.Dca	amygd	0.386010 	 58,60,26
L.Dca	hypoth	0.252718 	 47,62,30
L.Dca	VTA	0.440628 	 45,54,28
R.Vca	9/46d	0.357116 	 25,80,55
R.Vca	44v	0.332425 	 20,72,39
R.Vca	SMA	0.219684 	 42,60,65
R.Vca	8m 	0.219205 	 46,80,63
R.Vca	M1	0.251575 	 66,53,60
R.Vca	S1	0.208069 	 67,47,65
R.Vca	ParOp	0.339154 	 71,48,48
R.Vca	aIPS	0.291535 	 74,52,59
R.Vca	pIPL	0.353866 	 61,39,56
R.Vca	pIPL	0.309977 	 54,25,57
R.Vca	23ab	0.202947 	 45,54,54
R.Vca	rsplC	0.365826 	 50,40,40
R.Vca	latocc	0.286163 	 74,32,31
R.Vca	perirhinal	0.206267 	 67,62,16
R.Vca	temPol	0.376485 	 68,68,21
