target	seed	rval	voxel
R.Nac	9/46d	0.346850 	 23,80,55
R.Nac	44v	0.210329 	 20,73,39
R.Nac	SMA	0.149875 	 42,62,66
R.Nac	8m 	0.251838 	 47,82,65
R.Nac	M1	0.238894 	 66,55,61
R.Nac	S1	0.272523 	 66,47,64
R.Nac	ParOp	0.252597 	 70,48,48
R.Nac	aIPS	0.226570 	 74,51,59
R.Nac	pIPL	0.245706 	 63,39,58
R.Nac	pIPL	0.272634 	 55,26,58
R.Nac	23ab	0.189392 	 47,53,54
R.Nac	rsplC	0.222684 	 48,38,40
R.Nac	latocc	0.445735 	 73,33,32
R.Nac	perirhinal	0.291762 	 68,64,17
R.Nac	temPol	0.237347 	 66,68,19
R.Nac	ventrStr	0.391937 	 51,67,32
R.Nac	Caud	0.310358 	 53,68,43
R.Nac	put	0.529177 	 32,67,32
R.Nac	hippoc	0.231098 	 58,52,28
R.Nac	amygd	0.344667 	 57,61,28
R.Nac	hypoth	0.282962 	 45,61,31
R.Nac	VTA	0.273555 	 44,54,29
L.Nac	9/46d	0.394970 	 25,80,56
L.Nac	44v	0.237807 	 20,74,39
L.Nac	SMA	0.287315 	 42,60,65
L.Nac	8m 	0.480375 	 47,82,65
L.Nac	M1	0.264220 	 65,53,59
L.Nac	S1	0.352728 	 68,49,64
L.Nac	ParOp	0.256352 	 71,47,48
L.Nac	aIPS	0.402345 	 72,50,58
L.Nac	pIPL	0.308276 	 63,40,57
L.Nac	pIPL	0.347002 	 56,26,58
L.Nac	23ab	0.510906 	 45,54,53
L.Nac	rsplC	0.361608 	 48,38,42
L.Nac	latocc	0.285316 	 72,33,30
L.Nac	perirhinal	0.399904 	 68,64,17
L.Nac	temPol	0.322759 	 66,70,21
L.Nac	ventrStr	0.306153 	 51,67,32
L.Nac	Caud	0.326225 	 52,68,45
L.Nac	put	0.373333 	 32,67,32
L.Nac	hippoc	0.227828 	 58,54,28
L.Nac	amygd	0.529374 	 57,62,28
L.Nac	hypoth	0.588327 	 45,63,31
L.Nac	VTA	0.464217 	 45,53,27
R.Dca	9/46d	0.272615 	 24,81,54
R.Dca	44v	0.301712 	 18,73,41
R.Dca	SMA	0.321798 	 42,62,67
R.Dca	8m 	0.330771 	 46,81,63
R.Dca	M1	0.352448 	 66,54,59
R.Dca	S1	0.207955 	 67,49,64
R.Dca	ParOp	0.224215 	 71,48,46
R.Dca	aIPS	0.249036 	 74,52,59
R.Dca	pIPL	0.343657 	 63,39,56
R.Dca	pIPL	0.271358 	 56,26,59
R.Dca	23ab	0.285567 	 45,52,55
R.Dca	rsplC	0.202318 	 48,40,40
R.Dca	latocc	0.311693 	 72,32,32
R.Dca	perirhinal	0.227279 	 68,62,16
R.Dca	temPol	0.236072 	 67,68,21
R.Dca	ventrStr	0.183311 	 53,69,32
R.Dca	Caud	0.386634 	 51,69,43
R.Dca	put	0.366754 	 32,66,34
R.Dca	hippoc	0.239211 	 57,52,29
R.Dca	amygd	0.405008 	 57,61,27
R.Dca	hypoth	0.313340 	 47,63,29
R.Dca	VTA	0.444013 	 46,52,27
L.Dca	9/46d	0.299299 	 24,81,54
L.Dca	44v	0.405199 	 18,72,39
L.Dca	SMA	0.335659 	 43,62,66
L.Dca	8m 	0.475145 	 46,80,63
L.Dca	M1	0.264003 	 65,54,60
L.Dca	S1	0.278439 	 67,49,64
L.Dca	ParOp	0.267100 	 70,48,48
L.Dca	aIPS	0.329574 	 74,50,58
L.Dca	pIPL	0.499647 	 62,39,56
L.Dca	pIPL	0.252702 	 54,26,59
L.Dca	23ab	0.216017 	 47,52,53
L.Dca	rsplC	0.266486 	 48,40,40
L.Dca	latocc	0.354167 	 72,32,32
L.Dca	perirhinal	0.439209 	 68,63,17
L.Dca	temPol	0.286888 	 67,69,21
L.Dca	ventrStr	0.311089 	 52,67,31
L.Dca	Caud	0.447234 	 51,68,45
L.Dca	put	0.215639 	 30,65,33
L.Dca	hippoc	0.242359 	 59,52,29
L.Dca	amygd	0.323974 	 56,60,28
L.Dca	hypoth	0.411656 	 45,61,31
L.Dca	VTA	0.308747 	 44,52,27
R.Vca	9/46d	0.255615 	 24,81,54
R.Vca	44v	0.366450 	 19,72,41
R.Vca	SMA	0.346687 	 42,61,66
R.Vca	8m 	0.507933 	 46,80,65
R.Vca	M1	0.156145 	 65,53,61
R.Vca	S1	0.356525 	 68,47,65
R.Vca	ParOp	0.245458 	 70,47,48
R.Vca	aIPS	0.284067 	 74,51,57
R.Vca	pIPL	0.334250 	 62,40,58
R.Vca	pIPL	0.315813 	 55,24,59
R.Vca	23ab	0.311680 	 45,54,55
R.Vca	rsplC	0.248412 	 49,38,41
R.Vca	latocc	0.341851 	 74,32,30
R.Vca	perirhinal	0.268890 	 68,64,16
R.Vca	temPol	0.280290 	 66,69,20
R.Vca	ventrStr	0.327029 	 51,67,32
R.Vca	Caud	0.334488 	 51,68,45
R.Vca	put	0.364094 	 31,66,33
R.Vca	hippoc	0.288760 	 58,52,28
R.Vca	amygd	0.370372 	 57,60,28
R.Vca	hypoth	0.493549 	 47,61,31
R.Vca	VTA	0.251158 	 44,53,29
L.Vca	9/46d	0.313303 	 24,82,54
L.Vca	44v	0.341256 	 19,72,41
L.Vca	SMA	0.261415 	 42,61,66
L.Vca	8m 	0.303302 	 46,80,64
L.Vca	M1	0.212038 	 65,53,61
L.Vca	S1	0.325819 	 68,47,65
L.Vca	ParOp	0.208049 	 72,47,47
L.Vca	aIPS	0.316027 	 74,50,59
L.Vca	pIPL	0.321643 	 62,39,56
L.Vca	pIPL	0.289276 	 54,26,59
L.Vca	23ab	0.231413 	 47,53,54
L.Vca	rsplC	0.155128 	 48,40,40
L.Vca	latocc	0.325955 	 72,32,32
L.Vca	perirhinal	0.140207 	 69,64,16
L.Vca	temPol	0.243378 	 67,70,21
L.Vca	ventrStr	0.267469 	 53,69,32
L.Vca	Caud	0.536106 	 51,69,43
L.Vca	put	0.322437 	 30,66,33
L.Vca	hippoc	0.284453 	 57,52,29
