target	seed	rval	voxel
R.Nac	9/46d	0.337895 	 25,81,55
R.Nac	44v	0.306814 	 18,74,40
R.Nac	SMA	0.265899 	 44,61,67
R.Nac	8m 	0.345252 	 47,80,63
R.Nac	M1	0.346965 	 67,54,61
R.Nac	S1	0.207045 	 66,49,66
R.Nac	ParOp	0.230668 	 70,48,47
R.Nac	aIPS	0.186224 	 72,50,57
R.Nac	pIPL	0.154693 	 61,39,56
R.Nac	pIPL	0.320050 	 54,24,58
R.Nac	23ab	0.291826 	 45,53,53
R.Nac	rsplC	0.253382 	 49,39,40
R.Nac	latocc	0.180641 	 74,32,30
R.Nac	perirhinal	0.291856 	 67,62,17
R.Nac	temPol	0.239132 	 67,68,21
R.Nac	ventrStr	0.368445 	 51,68,31
R.Nac	Caud	0.309998 	 53,69,44
R.Nac	put	0.218453 	 32,67,34
R.Nac	hippoc	0.275471 	 58,53,29
R.Nac	amygd	0.300657 	 57,62,28
R.Nac	hypoth	0.376322 	 46,61,31
R.Nac	VTA	0.369928 	 45,52,28
L.Nac	9/46d	0.441972 	 23,80,56
L.Nac	44v	0.473137 	 20,73,40
L.Nac	SMA	0.242111 	 42,61,67
L.Nac	8m 	0.309799 	 48,82,63
L.Nac	M1	0.228163 	 65,55,59
L.Nac	S1	0.264648 	 68,49,65
L.Nac	ParOp	0.321829 	 72,48,48
L.Nac	aIPS	0.264107 	 74,50,57
L.Nac	pIPL	0.310096 	 63,38,56
L.Nac	pIPL	0.180070 	 54,24,58
L.Nac	23ab	0.341072 	 45,53,55
L.Nac	rsplC	0.436235 	 49,40,41
L.Nac	latocc	0.318095 	 73,33,32
L.Nac	perirhinal	0.361913 	 69,63,18
L.Nac	temPol	0.261486 	 68,68,19
L.Nac	ventrStr	0.430392 	 53,67,30
L.Nac	Caud	0.366307 	 53,69,43
L.Nac	put	0.379263 	 32,66,32
L.Nac	hippoc	0.360102 	 58,54,28
L.Nac	amygd	0.413402 	 56,62,28
L.Nac	hypoth	0.407493 	 46,63,31
L.Nac	VTA	0.252661 	 44,54,28
R.Dca	9/46d	0.373302 	 24,82,54
R.Dca	44v	0.320847 	 19,72,40
R.Dca	SMA	0.263998 	 42,60,67
R.Dca	8m 	0.208510 	 47,81,63
R.Dca	M1	0.310832 	 65,55,59
R.Dca	S1	0.305181 	 66,47,65
R.Dca	ParOp	0.386265 	 71,49,47
R.Dca	aIPS	0.267551 	 74,52,57
R.Dca	pIPL	0.162687 	 61,38,58
R.Dca	pIPL	0.399481 	 55,24,58
R.Dca	23ab	0.203056 	 46,53,55
R.Dca	rsplC	0.388992 	 50,38,40
R.Dca	latocc	0.214326 	 74,32,30
R.Dca	perirhinal	0.232616 	 67,64,16
R.Dca	temPol	0.239784 	 67,69,19
R.Dca	ventrStr	0.241912 	 53,67,32
R.Dca	Caud	0.494393 	 51,67,43
R.Dca	put	0.300819 	 30,65,34
R.Dca	hippoc	0.358011 	 57,53,27
R.Dca	amygd	0.311572 	 58,61,28
R.Dca	hypoth	0.278795 	 46,61,31
R.Dca	VTA	0.376526 	 44,54,28
L.Dca	9/46d	0.349889 	 25,80,55
L.Dca	44v	0.405409 	 19,73,40
L.Dca	SMA	0.373260 	 44,60,66
L.Dca	8m 	0.340600 	 48,82,64
L.Dca	M1	0.286713 	 66,54,60
L.Dca	S1	0.228356 	 66,49,64
L.Dca	ParOp	0.215689 	 71,47,47
L.Dca	aIPS	0.260021 	 74,50,57
L.Dca	pIPL	0.255880 	 62,40,58
L.Dca	pIPL	0.472002 	 56,24,58
L.Dca	23ab	0.324091 	 46,54,53
L.Dca	rsplC	0.327064 	 49,38,41
L.Dca	latocc	0.254887 	 74,34,31
L.Dca	perirhinal	0.448748 	 67,64,18
L.Dca	temPol	0.324051 	 67,70,21
L.Dca	ventrStr	0.330745 	 53,69,32
L.Dca	Caud	0.630876 	 51,67,44
L.Dca	put	0.170311 	 30,66,34
L.Dca	hippoc	0.257640 	 59,53,28
L.Dca	amygd	0.139313 	 56,61,26
L.Dca	hypoth	0.230108 	 47,63,31
L.Dca	VTA	0.272588 	 45,54,28
R.Vca	9/46d	0.225348 	 23,80,55
R.Vca	44v	0.202743 	 18,73,41
R.Vca	SMA	0.195574 	 43,61,67
R.Vca	8m 	0.216100 	 47,81,63
R.Vca	M1	0.152015 	 67,54,61
R.Vca	S1	0.423344 	 66,49,64
R.Vca	ParOp	0.191285 	 70,48,48
R.Vca	aIPS	0.186249 	 73,51,59
R.Vca	pIPL	0.145480 	 61,40,56
R.Vca	pIPL	0.288915 	 54,25,58
R.Vca	23ab	0.201607 	 46,52,54
R.Vca	rsplC	0.257549 	 49,39,42
R.Vca	latocc	0.288076 	 73,32,30
R.Vca	perirhinal	0.201214 	 69,64,17
R.Vca	temPol	0.309078 	 68,70,19
R.Vca	ventrStr	0.331765 	 52,68,32
R.Vca	Caud	0.261638 	 51,69,45
R.Vca	put	0.270258 	 30,67,34
R.Vca	hippoc	0.227780 	 57,53,27
R.Vca	amygd	0.222220 	 56,60,27
R.Vca	hypoth	0.106158 	 47,62,30
R.Vca	VTA	0.236804 	 46,52,29
L.Vca	9/46d	0.234550 	 23,82,55
L.Vca	44v	0.221516 	 20,72,40
L.Vca	SMA	0.406417 	 43,61,67
L.Vca	8m 	0.285596 	 48,82,64
L.Vca	M1	0.300654 	 65,55,61
L.Vca	S1	0.225689 	 67,49,64
L.Vca	ParOp	0.314352 	 72,47,48
L.Vca	aIPS	0.228586 	 72,52,57
L.Vca	pIPL	0.324323 	 61,40,58
L.Vca	pIPL	0.234335 	 56,24,58
L.Vca	23ab	0.276097 	 47,54,53
L.Vca	rsplC	0.194195 	 50,38,41
L.Vca	latocc	0.269433 	 74,34,32
L.Vca	perirhinal	0.300849 	 67,64,18
L.Vca	temPol	0.431421 	 68,69,21
L.Vca	ventrStr	0.397601 	 51,68,31
L.Vca	Caud	0.380641 	 51,67,43
L.Vca	put	0.373044 	 32,67,34
L.Vca	hippoc	0.371569 	 58,54,29
L.Vca	amygd	0.305663 	 56,60,26
L.Vca	hypoth	0.439387 	 45,61,31
L.Vca	VTA	0.377498 	 45,54,27
R.Gp	9/46d	0.365992 	 25,80,56
R.Gp	44v	0.196051 	 19,73,41
R.Gp	SMA	0.177209 	 44,60,65
R.Gp	8m 	0.398636 	 48,81,63
R.Gp	M1	0.203781 	 66,53,61
R.Gp	S1	0.401605 	 66,49,66
R.Gp	ParOp	0.303418 	 72,47,48
R.Gp	aIPS	0.237769 	 72,52,59
R.Gp	pIPL	0.196398 	 61,38,58
R.Gp	pIPL	0.289383 	 54,24,58
R.Gp	23ab	0.262084 	 45,53,55
R.Gp	rsplC	0.201734 	 49,40,40
R.Gp	latocc	0.220301 	 72,32,30
R.Gp	perirhinal	0.283008 	 68,63,16
R.Gp	temPol	0.255379 	 66,70,20
R.Gp	ventrStr	0.233381 	 53,67,31
R.Gp	Caud	0.243479 	 53,69,43
R.Gp	put	0.310708 	 32,67,32
R.Gp	hippoc	0.231112 	 57,52,27
R.Gp	amygd	0.353619 	 57,61,27
R.Gp	hypoth	0.370489 	 45,61,30
R.Gp	VTA	0.359567 	 44,53,29
L.Gp	9/46d	0.290726 	 24,82,54
L.Gp	44v	0.239169 	 18,72,41
L.Gp	SMA	0.199511 	 42,61,65
L.Gp	8m 	0.340733 	 46,82,65
L.Gp	M1	0.425674 	 67,54,61
L.Gp	S1	0.400830 	 68,49,66
L.Gp	ParOp	0.319782 	 72,47,47
L.Gp	aIPS	0.326461 	 72,52,59
L.Gp	pIPL	0.183892 	 61,39,58
L.Gp	pIPL	0.280889 	 55,25,57
L.Gp	23ab	0.276537 	 47,54,53
L.Gp	rsplC	0.310250 	 50,38,40
L.Gp	latocc	0.296195 	 73,34,30
L.Gp	perirhinal	0.402784 	 67,64,16
L.Gp	temPol	0.291898 	 68,70,21
L.Gp	ventrStr	0.339858 	 53,68,32
L.Gp	Caud	0.370742 	 53,68,44
L.Gp	put	0.360274 	 31,66,33
L.Gp	hippoc	0.239835 	 57,53,29
L.Gp	amygd	0.275077 	 56,60,27
L.Gp	hypoth	0.221384 	 47,63,31
L.Gp	VTA	0.254132 	 46,54,27
R.Vmpu	9/46d	0.200205 	 24,80,56
R.Vmpu	44v	0.277273 	 18,72,41
R.Vmpu	SMA	0.248587 	 43,62,67
R.Vmpu	8m 	0.350589 	 46,80,63
R.Vmpu	M1	0.231166 	 67,53,61
R.Vmpu	S1	0.233662 	 68,48,66
R.Vmpu	ParOp	0.273426 	 72,47,46
R.Vmpu	aIPS	0.310978 	 73,51,57
R.Vmpu	pIPL	0.207307 	 61,38,56
R.Vmpu	pIPL	0.285840 	 56,24,58
R.Vmpu	23ab	0.271352 	 47,53,53
R.Vmpu	rsplC	0.327578 	 48,40,40
R.Vmpu	latocc	0.428720 	 74,34,31
R.Vmpu	perirhinal	0.265830 	 67,64,18
R.Vmpu	temPol	0.327371 	 67,70,21
R.Vmpu	ventrStr	0.376278 	 52,69,32
R.Vmpu	Caud	0.355947 	 51,68,44
R.Vmpu	put	0.503732 	 32,65,33
R.Vmpu	hippoc	0.165844 	 57,53,28
R.Vmpu	amygd	0.342260 	 57,62,28
R.Vmpu	hypoth	0.203815 	 47,63,30
R.Vmpu	VTA	0.247204 	 46,52,29
L.Vmpu	9/46d	0.219772 	 25,81,56
L.Vmpu	44v	0.281470 	 20,72,41
L.Vmpu	SMA	0.170661 	 42,60,67
L.Vmpu	8m 	0.369581 	 46,80,63
L.Vmpu	M1	0.349651 	 67,55,59
L.Vmpu	S1	0.240439 	 68,49,66
L.Vmpu	ParOp	0.183554 	 72,49,48
L.Vmpu	aIPS	0.209407 	 74,50,59
L.Vmpu	pIPL	0.183313 	 63,38,58
L.Vmpu	pIPL	0.256459 	 55,25,59
L.Vmpu	23ab	0.382404 	 47,54,53
L.Vmpu	rsplC	0.164570 	 50,38,41
L.Vmpu	latocc	0.393333 	 73,34,30
L.Vmpu	perirhinal	0.376289 	 68,64,18
L.Vmpu	temPol	0.413119 	 68,70,21
L.Vmpu	ventrStr	0.255942 	 53,69,32
L.Vmpu	Caud	0.395128 	 51,67,44
L.Vmpu	put	0.512831 	 32,66,34
L.Vmpu	hippoc	0.286552 	 57,52,29
L.Vmpu	amygd	0.205395 	 56,60,28
L.Vmpu	hypoth	0.223760 	 45,63,30
L.Vmpu	VTA	0.206430 	 45,54,27
R.A10m	9/46d	0.301193 	 24,82,54
R.A10m	44v	0.370692 	 18,74,41
R.A10m	SMA	0.401836 	 42,61,66
R.A10m	8m 	0.559388 	 47,81,65
R.A10m	M1	0.145424 	 67,54,61
R.A10m	S1	0.273097 	 68,47,65
R.A10m	ParOp	0.262128 	 71,48,48
R.A10m	aIPS	0.219651 	 72,52,59
R.A10m	pIPL	0.298658 	 62,38,58
R.A10m	pIPL	0.267104 	 56,26,57
R.A10m	23ab	0.430087 	 47,54,53
R.A10m	rsplC	0.415338 	 49,40,42
R.A10m	latocc	0.271097 	 72,34,30
R.A10m	perirhinal	0.301262 	 68,63,18
R.A10m	temPol	0.513057 	 68,70,20
R.A10m	ventrStr	0.330431 	 52,68,31
R.A10m	Caud	0.260850 	 51,69,43
R.A10m	put	0.370531 	 30,66,34
R.A10m	hippoc	0.343955 	 58,53,27
R.A10m	amygd	0.229002 	 58,62,26
R.A10m	hypoth	0.450299 	 47,61,31
R.A10m	VTA	0.315625 	 45,53,27
L.A10m	9/46d	0.490829 	 24,81,55
L.A10m	44v	0.303134 	 19,72,39
L.A10m	SMA	0.293040 	 44,62,65
L.A10m	8m 	0.522388 	 46,82,63
L.A10m	M1	0.302355 	 65,55,60
L.A10m	S1	0.397975 	 68,48,66
L.A10m	ParOp	0.398282 	 72,49,48
L.A10m	aIPS	0.297808 	 73,52,59
L.A10m	pIPL	0.303549 	 61,40,56
L.A10m	pIPL	0.430363 	 56,24,59
L.A10m	23ab	0.440029 	 47,54,53
L.A10m	rsplC	0.249992 	 49,40,41
L.A10m	latocc	0.291820 	 72,32,32
L.A10m	perirhinal	0.471247 	 68,64,18
L.A10m	temPol	0.571813 	 67,70,21
L.A10m	ventrStr	0.296710 	 53,69,30
L.A10m	Caud	0.425618 	 51,67,44
L.A10m	put	0.277435 	 32,66,32
L.A10m	hippoc	0.355872 	 57,52,29
L.A10m	amygd	0.485470 	 56,62,27
L.A10m	hypoth	0.446987 	 45,63,29
L.A10m	VTA	0.382199 	 46,52,28
R.A11m	9/46d	0.257760 	 24,80,54
R.A11m	44v	0.400706 	 20,73,41
R.A11m	SMA	0.205011 	 44,62,65
R.A11m	8m 	0.363210 	 48,82,63
R.A11m	M1	0.299577 	 66,53,60
R.A11m	S1	0.550792 	 68,47,64
R.A11m	ParOp	0.492637 	 70,48,48
R.A11m	aIPS	0.379132 	 74,52,57
R.A11m	pIPL	0.340526 	 61,38,56
R.A11m	pIPL	0.193481 	 55,26,57
R.A11m	23ab	0.184788 	 45,52,53
R.A11m	rsplC	0.251661 	 49,40,41
R.A11m	latocc	0.440007 	 73,33,32
R.A11m	perirhinal	0.398242 	 69,63,16
R.A11m	temPol	0.303802 	 67,70,21
R.A11m	ventrStr	0.369082 	 52,68,30
R.A11m	Caud	0.264539 	 52,69,43
R.A11m	put	0.151558 	 32,66,33
R.A11m	hippoc	0.336502 	 57,54,28
R.A11m	amygd	0.231210 	 57,60,26
R.A11m	hypoth	0.364456 	 46,63,29
R.A11m	VTA	0.293831 	 44,52,29
L.A11m	9/46d	0.385516 	 24,81,54
L.A11m	44v	0.309765 	 19,72,41
L.A11m	SMA	0.452211 	 44,60,67
L.A11m	8m 	0.697860 	 47,80,65
L.A11m	M1	0.367034 	 66,55,59
L.A11m	S1	0.221897 	 66,48,65
L.A11m	ParOp	0.412748 	 72,48,46
L.A11m	aIPS	0.352745 	 72,51,57
L.A11m	pIPL	0.481415 	 61,39,58
L.A11m	pIPL	0.474676 	 55,24,59
L.A11m	23ab	0.486190 	 47,53,53
L.A11m	rsplC	0.333886 	 49,40,42
L.A11m	latocc	0.405713 	 72,34,30
L.A11m	perirhinal	0.413533 	 69,64,18
L.A11m	temPol	0.420160 	 67,70,20
L.A11m	ventrStr	0.352035 	 52,67,31
L.A11m	Caud	0.271564 	 51,69,44
L.A11m	put	0.355405 	 30,66,33
L.A11m	hippoc	0.263291 	 57,52,28
L.A11m	amygd	0.351795 	 58,62,26
L.A11m	hypoth	0.286008 	 45,63,29
L.A11m	VTA	0.253934 	 45,53,29
R.A13	9/46d	0.173446 	 24,81,55
R.A13	44v	0.275078 	 18,72,40
R.A13	SMA	0.323278 	 42,60,67
R.A13	8m 	0.242950 	 48,81,64
R.A13	M1	0.338601 	 67,55,60
R.A13	S1	0.385978 	 67,47,64
R.A13	ParOp	0.274189 	 71,47,46
R.A13	aIPS	0.298238 	 72,51,57
R.A13	pIPL	0.250489 	 62,40,56
R.A13	pIPL	0.264499 	 56,26,57
R.A13	23ab	0.325385 	 47,54,55
R.A13	rsplC	0.307067 	 50,38,40
R.A13	latocc	0.176529 	 73,34,32
R.A13	perirhinal	0.301530 	 69,62,18
R.A13	temPol	0.249972 	 66,70,21
