target	seed	rval	voxel
R.Nac	9/46d	0.282257 	 25,82,56
R.Nac	44v	0.336125 	 18,74,40
R.Nac	SMA	0.300998 	 44,60,65
R.Nac	8m 	0.250757 	 48,82,65
R.Nac	M1	0.322615 	 67,55,59
R.Nac	S1	0.289524 	 66,47,65
R.Nac	ParOp	0.326466 	 71,49,46
R.Nac	aIPS	0.184969 	 72,50,59
R.Nac	pIPL	0.226101 	 63,40,56
R.Nac	pIPL	0.290479 	 54,24,57
R.Nac	23ab	0.220086 	 47,54,53
R.Nac	rsplC	0.243473 	 49,40,40
R.Nac	latocc	0.436221 	 74,32,31
R.Nac	perirhinal	0.320356 	 67,63,18
R.Nac	temPol	0.353677 	 68,68,20
R.Nac	ventrStr	0.450774 	 52,67,32
R.Nac	Caud	0.246645 	 53,68,43
R.Nac	put	0.330529 	 32,66,32
R.Nac	hippoc	0.200410 	 57,52,28
R.Nac	amygd	0.339698 	 57,61,28
R.Nac	hypoth	0.247393 	 47,63,29
R.Nac	VTA	0.246264 	 44,53,29
L.Nac	9/46d	0.273602 	 24,81,56
L.Nac	44v	0.237360 	 18,74,41
L.Nac	SMA	0.359494 	 42,62,66
L.Nac	8m 	0.297683 	 46,80,63
L.Nac	M1	0.379066 	 65,55,61
L.Nac	S1	0.376118 	 66,47,64
L.Nac	ParOp	0.416237 	 70,47,46
L.Nac	aIPS	0.391703 	 74,52,59
L.Nac	pIPL	0.223350 	 63,38,56
L.Nac	pIPL	0.237228 	 54,25,59
L.Nac	23ab	0.316333 	 46,52,55
L.Nac	rsplC	0.317430 	 50,40,40
L.Nac	latocc	0.224814 	 72,34,32
L.Nac	perirhinal	0.373341 	 69,62,18
L.Nac	temPol	0.478664 	 66,69,19
L.Nac	ventrStr	0.279232 	 53,68,30
L.Nac	Caud	0.356716 	 53,69,45
L.Nac	put	0.232738 	 31,67,32
L.Nac	hippoc	0.523726 	 59,54,28
L.Nac	amygd	0.472080 	 58,62,27
L.Nac	hypoth	0.473367 	 47,63,30
L.Nac	VTA	0.322714 	 44,53,28
R.Dca	9/46d	0.291693 	 23,81,56
R.Dca	44v	0.310279 	 18,72,39
R.Dca	SMA	0.372302 	 43,60,65
R.Dca	8m 	0.200370 	 48,81,64
R.Dca	M1	0.256883 	 65,55,61
R.Dca	S1	0.296862 	 68,48,66
R.Dca	ParOp	0.262388 	 72,47,48
R.Dca	aIPS	0.173495 	 72,51,59
R.Dca	pIPL	0.188776 	 63,39,58
R.Dca	pIPL	0.326520 	 56,24,58
R.Dca	23ab	0.267446 	 46,53,55
R.Dca	rsplC	0.291553 	 50,39,42
R.Dca	latocc	0.201955 	 72,33,30
R.Dca	perirhinal	0.219050 	 69,62,16
R.Dca	temPol	0.299250 	 68,69,20
R.Dca	ventrStr	0.254609 	 51,69,31
R.Dca	Caud	0.403882 	 53,68,43
R.Dca	put	0.447570 	 31,67,34
R.Dca	hippoc	0.322069 	 57,54,27
R.Dca	amygd	0.227951 	 57,60,28
R.Dca	hypoth	0.369873 	 47,61,31
R.Dca	VTA	0.395557 	 45,54,29
L.Dca	9/46d	0.290012 	 24,82,54
L.Dca	44v	0.250521 	 20,72,40
L.Dca	SMA	0.266481 	 44,61,65
L.Dca	8m 	0.349546 	 48,80,64
L.Dca	M1	0.238447 	 67,55,61
L.Dca	S1	0.265264 	 67,48,65
L.Dca	ParOp	0.276366 	 72,48,48
L.Dca	aIPS	0.181393 	 74,50,58
L.Dca	pIPL	0.247012 	 61,38,56
L.Dca	pIPL	0.452648 	 55,24,57
L.Dca	23ab	0.291135 	 46,53,53
L.Dca	rsplC	0.398850 	 49,40,40
L.Dca	latocc	0.234991 	 72,32,31
L.Dca	perirhinal	0.221301 	 67,63,16
L.Dca	temPol	0.227720 	 66,70,21
L.Dca	ventrStr	0.353870 	 52,67,30
L.Dca	Caud	0.351501 	 51,68,45
L.Dca	put	0.262324 	 32,66,34
L.Dca	hippoc	0.374328 	 58,54,29
L.Dca	amygd	0.274339 	 57,61,26
L.Dca	hypoth	0.317363 	 45,62,29
L.Dca	VTA	0.251906 	 44,53,29
R.Vca	9/46d	0.214103 	 24,82,54
R.Vca	44v	0.388498 	 18,73,39
R.Vca	SMA	0.225427 	 44,61,67
R.Vca	8m 	0.252762 	 48,82,65
R.Vca	M1	0.308077 	 66,53,59
R.Vca	S1	0.237324 	 67,47,65
R.Vca	ParOp	0.246099 	 71,49,46
R.Vca	aIPS	0.157475 	 72,50,59
R.Vca	pIPL	0.243025 	 61,38,56
R.Vca	pIPL	0.276814 	 54,24,59
R.Vca	23ab	0.320924 	 45,54,53
R.Vca	rsplC	0.273649 	 50,39,42
R.Vca	latocc	0.333855 	 74,32,30
R.Vca	perirhinal	0.260969 	 68,62,17
R.Vca	temPol	0.222934 	 67,69,19
R.Vca	ventrStr	0.351940 	 53,67,32
R.Vca	Caud	0.384032 	 53,67,44
R.Vca	put	0.469917 	 31,67,34
R.Vca	hippoc	0.395443 	 58,54,27
R.Vca	amygd	0.252143 	 58,61,28
R.Vca	hypoth	0.482337 	 45,61,30
R.Vca	VTA	0.338569 	 45,52,27
L.Vca	9/46d	0.208558 	 24,82,54
L.Vca	44v	0.362675 	 18,72,39
L.Vca	SMA	0.271119 	 44,60,65
L.Vca	8m 	0.347582 	 48,82,65
L.Vca	M1	0.337144 	 66,54,61
L.Vca	S1	0.264772 	 66,49,66
L.Vca	ParOp	0.412911 	 71,49,46
L.Vca	aIPS	0.386624 	 74,52,57
L.Vca	pIPL	0.348418 	 63,40,58
L.Vca	pIPL	0.312156 	 55,24,57
L.Vca	23ab	0.408201 	 45,54,53
L.Vca	rsplC	0.161900 	 49,39,40
L.Vca	latocc	0.253341 	 72,33,32
L.Vca	perirhinal	0.287936 	 67,63,18
L.Vca	temPol	0.347504 	 66,70,21
L.Vca	ventrStr	0.338064 	 52,67,31
L.Vca	Caud	0.304105 	 51,69,45
L.Vca	put	0.304610 	 32,66,34
L.Vca	hippoc	0.305216 	 57,52,29
L.Vca	amygd	0.196954 	 58,61,28
L.Vca	hypoth	0.319057 	 45,62,29
L.Vca	VTA	0.312644 	 44,53,27
R.Gp	9/46d	0.192394 	 24,81,55
R.Gp	44v	0.413784 	 18,73,39
R.Gp	SMA	0.416876 	 43,61,65
R.Gp	8m 	0.218862 	 46,82,63
R.Gp	M1	0.373061 	 66,55,61
R.Gp	S1	0.261480 	 66,47,65
R.Gp	ParOp	0.285520 	 72,47,48
R.Gp	aIPS	0.350860 	 74,52,59
R.Gp	pIPL	0.317436 	 61,38,56
R.Gp	pIPL	0.241770 	 55,24,57
R.Gp	23ab	0.292648 	 47,54,53
R.Gp	rsplC	0.311824 	 49,40,40
R.Gp	latocc	0.303026 	 72,32,31
R.Gp	perirhinal	0.168370 	 68,62,16
R.Gp	temPol	0.226171 	 68,69,20
R.Gp	ventrStr	0.283789 	 53,68,32
R.Gp	Caud	0.199231 	 53,68,44
R.Gp	put	0.354068 	 32,66,32
R.Gp	hippoc	0.207929 	 59,53,27
R.Gp	amygd	0.216302 	 58,60,28
R.Gp	hypoth	0.472615 	 47,62,30
R.Gp	VTA	0.312738 	 45,54,27
L.Gp	9/46d	0.158597 	 23,82,54
L.Gp	44v	0.339531 	 19,74,41
L.Gp	SMA	0.353322 	 42,61,65
L.Gp	8m 	0.253584 	 48,81,63
L.Gp	M1	0.298211 	 65,55,61
L.Gp	S1	0.320084 	 66,48,66
L.Gp	ParOp	0.282617 	 71,48,48
L.Gp	aIPS	0.335503 	 74,52,59
L.Gp	pIPL	0.423883 	 62,40,56
L.Gp	pIPL	0.260182 	 55,26,57
L.Gp	23ab	0.199892 	 47,54,53
L.Gp	rsplC	0.332394 	 49,38,41
L.Gp	latocc	0.369272 	 72,34,31
L.Gp	perirhinal	0.237599 	 69,62,18
L.Gp	temPol	0.236979 	 68,69,21
L.Gp	ventrStr	0.205426 	 53,69,31
L.Gp	Caud	0.350315 	 51,67,43
L.Gp	put	0.332364 	 32,65,32
L.Gp	hippoc	0.250629 	 57,53,27
L.Gp	amygd	0.345243 	 57,61,26
L.Gp	hypoth	0.216006 	 47,63,31
L.Gp	VTA	0.297971 	 45,54,29
R.Vmpu	9/46d	0.254346 	 24,82,55
R.Vmpu	44v	0.368976 	 20,73,39
R.Vmpu	SMA	0.513454 	 44,62,67
R.Vmpu	8m 	0.260386 	 46,82,65
R.Vmpu	M1	0.352870 	 67,55,59
R.Vmpu	S1	0.177902 	 67,47,66
R.Vmpu	ParOp	0.355989 	 72,47,47
R.Vmpu	aIPS	0.285712 	 72,52,58
R.Vmpu	pIPL	0.328789 	 61,38,56
R.Vmpu	pIPL	0.312171 	 54,24,59
R.Vmpu	23ab	0.296952 	 47,52,53
R.Vmpu	rsplC	0.368191 	 48,40,41
R.Vmpu	latocc	0.328863 	 72,33,30
R.Vmpu	perirhinal	0.208601 	 68,64,18
R.Vmpu	temPol	0.327476 	 66,68,21
R.Vmpu	ventrStr	0.188047 	 51,68,31
R.Vmpu	Caud	0.386264 	 53,68,43
R.Vmpu	put	0.550630 	 31,65,33
R.Vmpu	hippoc	0.372440 	 57,53,27
R.Vmpu	amygd	0.169226 	 57,62,27
R.Vmpu	hypoth	0.365942 	 46,63,31
R.Vmpu	VTA	0.311429 	 45,52,27
L.Vmpu	9/46d	0.418652 	 24,82,56
L.Vmpu	44v	0.276228 	 19,74,39
L.Vmpu	SMA	0.452625 	 42,60,67
L.Vmpu	8m 	0.406372 	 47,82,65
L.Vmpu	M1	0.332745 	 67,55,59
L.Vmpu	S1	0.174899 	 66,47,64
L.Vmpu	ParOp	0.311989 	 70,48,46
L.Vmpu	aIPS	0.207310 	 72,52,58
L.Vmpu	pIPL	0.239839 	 62,40,57
L.Vmpu	pIPL	0.214419 	 54,25,57
L.Vmpu	23ab	0.384937 	 46,52,54
L.Vmpu	rsplC	0.315877 	 48,40,41
L.Vmpu	latocc	0.335082 	 72,33,30
L.Vmpu	perirhinal	0.278218 	 68,63,18
L.Vmpu	temPol	0.285612 	 67,70,20
L.Vmpu	ventrStr	0.351736 	 53,68,31
L.Vmpu	Caud	0.374718 	 53,68,43
L.Vmpu	put	0.471171 	 32,66,32
L.Vmpu	hippoc	0.208394 	 58,54,27
L.Vmpu	amygd	0.185987 	 57,62,27
L.Vmpu	hypoth	0.247782 	 47,63,31
L.Vmpu	VTA	0.293136 	 45,54,29
R.A10m	9/46d	0.377773 	 24,81,56
R.A10m	44v	0.478343 	 20,74,41
R.A10m	SMA	0.242042 	 44,62,66
R.A10m	8m 	0.371697 	 46,82,65
R.A10m	M1	0.228209 	 67,53,60
R.A10m	S1	0.216066 	 68,47,66
R.A10m	ParOp	0.341062 	 72,47,46
R.A10m	aIPS	0.451315 	 73,52,57
R.A10m	pIPL	0.428327 	 63,40,56
R.A10m	pIPL	0.252590 	 56,26,59
R.A10m	23ab	0.462995 	 46,54,54
R.A10m	rsplC	0.467892 	 48,40,40
R.A10m	latocc	0.264969 	 73,33,30
R.A10m	perirhinal	0.403835 	 69,62,18
R.A10m	temPol	0.477891 	 68,68,19
R.A10m	ventrStr	0.363801 	 52,67,30
R.A10m	Caud	0.326742 	 53,68,44
R.A10m	put	0.312973 	 31,67,33
R.A10m	hippoc	0.529609 	 57,52,29
R.A10m	amygd	0.373900 	 58,61,27
R.A10m	hypoth	0.479796 	 46,62,31
R.A10m	VTA	0.256163 	 46,52,28
L.A10m	9/46d	0.360018 	 24,81,56
L.A10m	44v	0.457773 	 20,74,41
L.A10m	SMA	0.262927 	 42,60,66
L.A10m	8m 	0.460321 	 46,82,65
L.A10m	M1	0.261115 	 66,55,61
L.A10m	S1	0.208944 	 68,47,66
L.A10m	ParOp	0.381737 	 72,47,46
L.A10m	aIPS	0.519406 	 74,51,58
L.A10m	pIPL	0.537699 	 63,40,58
L.A10m	pIPL	0.464611 	 56,26,59
L.A10m	23ab	0.621401 	 46,54,54
L.A10m	rsplC	0.460388 	 48,40,40
L.A10m	latocc	0.404649 	 73,33,30
L.A10m	perirhinal	0.273047 	 69,62,18
L.A10m	temPol	0.520309 	 68,68,19
L.A10m	ventrStr	0.354684 	 52,67,31
L.A10m	Caud	0.290674 	 52,69,45
L.A10m	put	0.346780 	 31,67,32
L.A10m	hippoc	0.615317 	 58,52,29
L.A10m	amygd	0.251358 	 58,61,26
L.A10m	hypoth	0.426850 	 46,62,31
L.A10m	VTA	0.267138 	 44,54,28
R.A11m	9/46d	0.350049 	 25,82,54
R.A11m	44v	0.576494 	 20,74,39
R.A11m	SMA	0.363014 	 43,60,65
R.A11m	8m 	0.543463 	 47,81,65
R.A11m	M1	0.373379 	 65,54,61
R.A11m	S1	0.390416 	 67,47,65
R.A11m	ParOp	0.512147 	 72,47,47
R.A11m	aIPS	0.556955 	 73,50,59
R.A11m	pIPL	0.238244 	 61,39,57
R.A11m	pIPL	0.466986 	 54,25,57
R.A11m	23ab	0.340461 	 47,54,55
R.A11m	rsplC	0.572370 	 48,40,42
R.A11m	latocc	0.472400 	 72,33,30
R.A11m	perirhinal	0.387052 	 69,64,18
R.A11m	temPol	0.275315 	 67,68,21
R.A11m	ventrStr	0.308962 	 52,68,31
R.A11m	Caud	0.310485 	 51,68,44
R.A11m	put	0.281381 	 31,67,34
R.A11m	hippoc	0.410171 	 57,54,27
R.A11m	amygd	0.266817 	 58,61,28
R.A11m	hypoth	0.320986 	 45,63,30
R.A11m	VTA	0.320176 	 45,54,29
L.A11m	9/46d	0.260793 	 25,82,54
L.A11m	44v	0.385593 	 20,74,39
L.A11m	SMA	0.246345 	 44,61,67
L.A11m	8m 	0.594860 	 47,81,65
L.A11m	M1	0.437775 	 66,55,61
L.A11m	S1	0.328152 	 67,47,66
L.A11m	ParOp	0.391759 	 71,47,46
L.A11m	aIPS	0.656292 	 74,51,58
L.A11m	pIPL	0.354781 	 62,40,58
L.A11m	pIPL	0.500492 	 55,26,59
L.A11m	23ab	0.386603 	 47,53,53
L.A11m	rsplC	0.319730 	 48,40,42
L.A11m	latocc	0.460966 	 72,32,30
L.A11m	perirhinal	0.464493 	 69,64,18
L.A11m	temPol	0.444368 	 68,70,19
L.A11m	ventrStr	0.465750 	 51,67,30
L.A11m	Caud	0.141946 	 52,69,43
L.A11m	put	0.300348 	 32,67,32
L.A11m	hippoc	0.364680 	 57,54,29
L.A11m	amygd	0.281985 	 58,61,28
L.A11m	hypoth	0.337785 	 46,63,29
L.A11m	VTA	0.363166 	 46,53,27
R.A13	9/46d	0.186843 	 24,82,54
R.A13	44v	0.494255 	 20,72,39
R.A13	SMA	0.461292 	 43,61,66
R.A13	8m 	0.360343 	 48,82,63
R.A13	M1	0.337052 	 66,54,61
R.A13	S1	0.269404 	 67,47,64
R.A13	ParOp	0.450270 	 72,47,47
R.A13	aIPS	0.378058 	 73,50,59
R.A13	pIPL	0.342573 	 61,39,56
R.A13	pIPL	0.303281 	 55,26,58
R.A13	23ab	0.281154 	 46,54,55
R.A13	rsplC	0.248563 	 48,40,42
R.A13	latocc	0.294824 	 74,32,30
R.A13	perirhinal	0.278865 	 67,62,17
R.A13	temPol	0.401877 	 68,70,19
R.A13	ventrStr	0.330916 	 53,68,32
R.A13	Caud	0.309569 	 53,68,44
R.A13	put	0.267383 	 32,67,34
R.A13	hippoc	0.261142 	 57,53,29
R.A13	amygd	0.318609 	 58,62,28
R.A13	hypoth	0.201143 	 46,61,30
R.A13	VTA	0.285694 	 44,54,29
L.A13	9/46d	0.290015 	 25,80,54
L.A13	44v	0.247338 	 20,73,39
L.A13	SMA	0.282510 	 43,62,67
L.A13	8m 	0.494209 	 46,82,65
L.A13	M1	0.199359 	 66,54,59
L.A13	S1	0.344561 	 68,47,65
L.A13	ParOp	0.412781 	 72,48,47
L.A13	aIPS	0.204671 	 72,50,58
L.A13	pIPL	0.176912 	 63,38,56
L.A13	pIPL	0.205062 	 56,24,59
L.A13	23ab	0.362798 	 46,52,54
L.A13	rsplC	0.182903 	 50,38,40
L.A13	latocc	0.358917 	 74,34,32
L.A13	perirhinal	0.274675 	 68,62,18
L.A13	temPol	0.268023 	 67,68,19
L.A13	ventrStr	0.285749 	 52,68,32
L.A13	Caud	0.376385 	 51,67,45
L.A13	put	0.223262 	 30,65,34
L.A13	hippoc	0.324557 	 59,53,28
L.A13	amygd	0.337634 	 58,62,26
L.A13	hypoth	0.268385 	 47,62,31
L.A13	VTA	0.260074 	 45,54,28
R.A32sg	9/46d	0.354185 	 23,82,56
R.A32sg	44v	0.267307 	 18,74,39
R.A32sg	SMA	0.384881 	 43,60,66
R.A32sg	8m 	0.456120 	 48,81,65
R.A32sg	M1	0.182183 	 65,55,59
R.A32sg	S1	0.230028 	 67,49,64
R.A32sg	ParOp	0.307198 	 72,48,46
R.A32sg	aIPS	0.402162 	 74,52,57
R.A32sg	pIPL	0.209390 	 63,40,58
R.A32sg	pIPL	0.396338 	 55,24,57
R.A32sg	23ab	0.381687 	 46,54,53
R.A32sg	rsplC	0.298678 	 48,40,40
R.A32sg	latocc	0.289891 	 72,32,32
R.A32sg	perirhinal	0.400768 	 68,63,16
R.A32sg	temPol	0.330543 	 68,69,19
R.A32sg	ventrStr	0.290590 	 52,67,32
R.A32sg	Caud	0.234098 	 53,68,45
R.A32sg	put	0.286935 	 30,65,34
R.A32sg	hippoc	0.320933 	 57,52,27
R.A32sg	amygd	0.226363 	 56,61,26
R.A32sg	hypoth	0.352808 	 45,61,29
R.A32sg	VTA	0.326641 	 45,53,27
L.A32sg	9/46d	0.286158 	 23,82,56
L.A32sg	44v	0.330313 	 20,74,41
L.A32sg	SMA	0.249225 	 42,62,65
L.A32sg	8m 	0.517840 	 48,81,65
L.A32sg	M1	0.182152 	 67,55,61
L.A32sg	S1	0.249939 	 68,47,66
L.A32sg	ParOp	0.361202 	 72,48,46
L.A32sg	aIPS	0.504086 	 74,51,58
L.A32sg	pIPL	0.413981 	 63,40,56
L.A32sg	pIPL	0.357259 	 55,24,57
L.A32sg	23ab	0.579618 	 46,54,53
L.A32sg	rsplC	0.454292 	 48,40,40
L.A32sg	latocc	0.351385 	 74,34,30
L.A32sg	perirhinal	0.362687 	 68,64,18
L.A32sg	temPol	0.365224 	 68,68,19
L.A32sg	ventrStr	0.369257 	 52,67,31
L.A32sg	Caud	0.221918 	 52,67,45
L.A32sg	put	0.380398 	 31,67,33
L.A32sg	hippoc	0.467418 	 58,52,29
L.A32sg	amygd	0.325144 	 58,60,28
L.A32sg	hypoth	0.425710 	 46,62,31
L.A32sg	VTA	0.328865 	 45,53,29
R.Dia	9/46d	0.251357 	 23,80,56
R.Dia	44v	0.477573 	 18,73,39
R.Dia	SMA	0.465554 	 44,62,66
R.Dia	8m 	0.368572 	 48,82,65
R.Dia	M1	0.346674 	 67,54,59
R.Dia	S1	0.308297 	 67,49,65
R.Dia	ParOp	0.346038 	 72,47,47
R.Dia	aIPS	0.345000 	 72,52,57
R.Dia	pIPL	0.339455 	 61,38,56
R.Dia	pIPL	0.284192 	 55,24,58
