target	seed	rval	voxel
R.Nac	9/46d	0.227633 	 25,80,55
R.Nac	44v	0.334457 	 18,72,41
R.Nac	SMA	0.214837 	 44,62,65
R.Nac	8m 	0.203412 	 47,80,65
R.Nac	M1	0.276633 	 65,55,60
R.Nac	S1	0.347149 	 68,48,66
R.Nac	ParOp	0.263018 	 72,47,47
R.Nac	aIPS	0.260448 	 74,52,57
R.Nac	pIPL	0.202299 	 62,40,58
R.Nac	pIPL	0.289079 	 54,25,57
R.Nac	23ab	0.414158 	 45,52,55
R.Nac	rsplC	0.273029 	 50,39,41
R.Nac	latocc	0.182985 	 72,32,30
R.Nac	perirhinal	0.335075 	 69,64,18
R.Nac	temPol	0.375924 	 67,70,19
R.Nac	ventrStr	0.525615 	 52,67,32
R.Nac	Caud	0.268187 	 51,67,44
R.Nac	put	0.303541 	 32,66,32
R.Nac	hippoc	0.323722 	 57,52,29
R.Nac	amygd	0.463415 	 56,60,27
R.Nac	hypoth	0.405449 	 47,63,29
R.Nac	VTA	0.189577 	 44,54,28
L.Nac	9/46d	0.273679 	 24,80,55
L.Nac	44v	0.364587 	 19,73,39
L.Nac	SMA	0.297760 	 42,60,67
L.Nac	8m 	0.241152 	 47,82,64
L.Nac	M1	0.390497 	 65,53,61
L.Nac	S1	0.501689 	 68,47,66
L.Nac	ParOp	0.259443 	 71,48,48
L.Nac	aIPS	0.329992 	 72,51,59
L.Nac	pIPL	0.273467 	 61,39,56
L.Nac	pIPL	0.370149 	 55,25,59
L.Nac	23ab	0.522163 	 45,53,54
L.Nac	rsplC	0.578335 	 48,39,41
L.Nac	latocc	0.353988 	 72,32,30
L.Nac	perirhinal	0.449829 	 67,62,17
L.Nac	temPol	0.536416 	 68,68,21
L.Nac	ventrStr	0.522563 	 51,67,30
L.Nac	Caud	0.316303 	 51,67,43
L.Nac	put	0.322252 	 32,66,32
L.Nac	hippoc	0.478692 	 58,53,28
L.Nac	amygd	0.596105 	 58,62,28
L.Nac	hypoth	0.771771 	 45,63,31
L.Nac	VTA	0.597741 	 44,54,28
R.Dca	9/46d	0.276547 	 23,80,55
R.Dca	44v	0.246660 	 19,72,39
R.Dca	SMA	0.386760 	 43,60,67
R.Dca	8m 	0.440470 	 48,82,63
