target	seed	rval	voxel
R.Nac	9/46d	0.425753 	 25,80,56
R.Nac	44v	0.232937 	 19,72,39
R.Nac	SMA	0.351468 	 43,60,67
R.Nac	8m 	0.276957 	 48,82,64
R.Nac	M1	0.269366 	 66,53,61
R.Nac	S1	0.259714 	 66,47,66
R.Nac	ParOp	0.323128 	 72,49,46
R.Nac	aIPS	0.201770 	 74,50,58
R.Nac	pIPL	0.238667 	 63,38,56
R.Nac	pIPL	0.195632 	 56,24,58
R.Nac	23ab	0.400001 	 46,54,53
R.Nac	rsplC	0.319740 	 49,40,40
R.Nac	latocc	0.300701 	 73,32,30
R.Nac	perirhinal	0.339559 	 68,63,18
R.Nac	temPol	0.294635 	 68,70,20
R.Nac	ventrStr	0.481428 	 53,67,31
R.Nac	Caud	0.352488 	 52,68,45
R.Nac	put	0.185464 	 32,67,33
R.Nac	hippoc	0.177073 	 57,53,28
R.Nac	amygd	0.352013 	 56,60,28
R.Nac	hypoth	0.218807 	 47,63,29
R.Nac	VTA	0.263872 	 46,54,29
L.Nac	9/46d	0.312742 	 25,80,56
L.Nac	44v	0.269142 	 18,73,39
L.Nac	SMA	0.303443 	 43,61,67
L.Nac	8m 	0.182663 	 48,82,64
L.Nac	M1	0.168090 	 66,54,61
L.Nac	S1	0.287036 	 66,47,65
L.Nac	ParOp	0.226982 	 70,49,48
L.Nac	aIPS	0.281977 	 74,52,59
L.Nac	pIPL	0.302829 	 62,38,56
L.Nac	pIPL	0.198603 	 56,25,58
L.Nac	23ab	0.461601 	 45,52,54
L.Nac	rsplC	0.297631 	 50,40,42
L.Nac	latocc	0.224736 	 72,32,31
L.Nac	perirhinal	0.275854 	 67,62,17
L.Nac	temPol	0.426413 	 68,70,20
L.Nac	ventrStr	0.371496 	 53,67,32
L.Nac	Caud	0.273100 	 52,67,44
L.Nac	put	0.223075 	 31,67,33
L.Nac	hippoc	0.136165 	 57,54,29
L.Nac	amygd	0.347841 	 56,60,28
L.Nac	hypoth	0.335323 	 47,63,29
L.Nac	VTA	0.434461 	 46,54,29
R.Dca	9/46d	0.230547 	 24,80,56
R.Dca	44v	0.358413 	 20,72,40
R.Dca	SMA	0.350075 	 43,61,66
R.Dca	8m 	0.275795 	 47,82,65
R.Dca	M1	0.275554 	 67,54,60
R.Dca	S1	0.247712 	 67,48,66
R.Dca	ParOp	0.255095 	 72,47,47
R.Dca	aIPS	0.147177 	 72,52,59
R.Dca	pIPL	0.211893 	 63,39,57
R.Dca	pIPL	0.376077 	 56,25,57
R.Dca	23ab	0.327335 	 47,53,55
R.Dca	rsplC	0.232937 	 48,40,40
R.Dca	latocc	0.320279 	 74,32,31
R.Dca	perirhinal	0.186070 	 69,62,18
R.Dca	temPol	0.330894 	 67,69,19
R.Dca	ventrStr	0.273433 	 53,67,32
R.Dca	Caud	0.372832 	 53,69,43
R.Dca	put	0.260628 	 30,65,34
R.Dca	hippoc	0.379726 	 58,54,28
R.Dca	amygd	0.201985 	 58,62,28
R.Dca	hypoth	0.259346 	 46,63,29
R.Dca	VTA	0.323439 	 46,54,29
L.Dca	9/46d	0.285496 	 24,81,56
L.Dca	44v	0.288673 	 19,73,39
L.Dca	SMA	0.210985 	 42,60,66
L.Dca	8m 	0.299703 	 46,82,65
L.Dca	M1	0.373727 	 67,55,59
L.Dca	S1	0.294514 	 67,49,66
L.Dca	ParOp	0.254843 	 72,47,47
L.Dca	aIPS	0.332951 	 72,52,57
L.Dca	pIPL	0.293662 	 62,38,58
L.Dca	pIPL	0.233131 	 54,26,59
L.Dca	23ab	0.337743 	 46,53,53
L.Dca	rsplC	0.230870 	 50,40,42
L.Dca	latocc	0.272220 	 72,33,31
L.Dca	perirhinal	0.384303 	 67,63,16
L.Dca	temPol	0.407926 	 68,69,21
L.Dca	ventrStr	0.282949 	 53,67,32
L.Dca	Caud	0.379861 	 51,67,44
L.Dca	put	0.297336 	 30,65,32
L.Dca	hippoc	0.303708 	 57,52,27
L.Dca	amygd	0.208417 	 56,61,26
L.Dca	hypoth	0.276290 	 45,62,31
L.Dca	VTA	0.463666 	 46,54,28
R.Vca	9/46d	0.381104 	 24,80,55
R.Vca	44v	0.227455 	 20,72,39
R.Vca	SMA	0.323967 	 44,62,67
R.Vca	8m 	0.229641 	 47,81,64
R.Vca	M1	0.249986 	 67,55,61
R.Vca	S1	0.308634 	 66,47,66
R.Vca	ParOp	0.283117 	 72,47,46
R.Vca	aIPS	0.192925 	 74,52,58
R.Vca	pIPL	0.220993 	 63,40,58
R.Vca	pIPL	0.338045 	 56,26,59
R.Vca	23ab	0.392683 	 46,54,53
R.Vca	rsplC	0.216801 	 49,40,40
R.Vca	latocc	0.354961 	 74,32,30
R.Vca	perirhinal	0.233480 	 69,63,18
R.Vca	temPol	0.298573 	 67,70,20
R.Vca	ventrStr	0.333616 	 53,67,31
R.Vca	Caud	0.350030 	 53,69,44
R.Vca	put	0.487301 	 31,67,34
R.Vca	hippoc	0.167857 	 57,54,29
R.Vca	amygd	0.305173 	 58,60,28
R.Vca	hypoth	0.283920 	 46,63,31
R.Vca	VTA	0.311480 	 44,52,29
L.Vca	9/46d	0.356551 	 25,80,56
L.Vca	44v	0.231755 	 19,72,39
L.Vca	SMA	0.390439 	 43,61,67
L.Vca	8m 	0.274744 	 48,82,64
L.Vca	M1	0.225475 	 65,54,59
L.Vca	S1	0.406208 	 66,47,64
L.Vca	ParOp	0.236050 	 70,49,46
L.Vca	aIPS	0.286912 	 74,52,57
L.Vca	pIPL	0.345084 	 62,38,56
L.Vca	pIPL	0.287706 	 56,25,59
L.Vca	23ab	0.409148 	 45,52,55
L.Vca	rsplC	0.364790 	 48,40,40
L.Vca	latocc	0.244496 	 73,34,30
L.Vca	perirhinal	0.331835 	 69,62,17
L.Vca	temPol	0.290470 	 68,70,21
L.Vca	ventrStr	0.323001 	 53,67,32
L.Vca	Caud	0.331192 	 53,69,44
L.Vca	put	0.274592 	 31,66,32
L.Vca	hippoc	0.199079 	 58,54,27
L.Vca	amygd	0.313762 	 56,61,26
L.Vca	hypoth	0.236807 	 47,63,31
L.Vca	VTA	0.428985 	 46,53,27
R.Gp	9/46d	0.253252 	 24,82,56
R.Gp	44v	0.282935 	 18,72,39
R.Gp	SMA	0.309280 	 44,62,66
R.Gp	8m 	0.226681 	 46,81,65
R.Gp	M1	0.316168 	 66,53,61
R.Gp	S1	0.302273 	 67,49,65
R.Gp	ParOp	0.240352 	 72,48,47
R.Gp	aIPS	0.321294 	 74,51,59
R.Gp	pIPL	0.183625 	 62,40,58
R.Gp	pIPL	0.315030 	 56,26,58
R.Gp	23ab	0.218109 	 47,53,54
R.Gp	rsplC	0.264965 	 48,38,41
R.Gp	latocc	0.330965 	 74,33,30
R.Gp	perirhinal	0.309780 	 67,64,16
R.Gp	temPol	0.282933 	 66,69,21
R.Gp	ventrStr	0.288566 	 53,68,30
R.Gp	Caud	0.247557 	 52,67,45
R.Gp	put	0.326142 	 31,65,33
R.Gp	hippoc	0.193477 	 59,54,29
R.Gp	amygd	0.385469 	 57,61,27
R.Gp	hypoth	0.146771 	 45,61,31
R.Gp	VTA	0.221017 	 44,52,29
L.Gp	9/46d	0.200881 	 25,80,56
L.Gp	44v	0.159435 	 20,73,39
L.Gp	SMA	0.244999 	 43,61,66
L.Gp	8m 	0.183675 	 48,81,63
L.Gp	M1	0.313195 	 67,55,59
L.Gp	S1	0.307233 	 68,47,65
L.Gp	ParOp	0.205848 	 72,48,48
L.Gp	aIPS	0.188136 	 73,52,57
L.Gp	pIPL	0.276044 	 63,39,57
L.Gp	pIPL	0.222048 	 54,24,59
L.Gp	23ab	0.310498 	 47,53,55
L.Gp	rsplC	0.221974 	 50,39,42
L.Gp	latocc	0.142512 	 72,33,30
L.Gp	perirhinal	0.223583 	 67,63,18
L.Gp	temPol	0.273595 	 67,68,20
L.Gp	ventrStr	0.223202 	 52,68,31
L.Gp	Caud	0.296116 	 52,68,45
L.Gp	put	0.398067 	 30,67,32
L.Gp	hippoc	0.421530 	 59,54,29
L.Gp	amygd	0.379225 	 56,60,28
L.Gp	hypoth	0.155661 	 45,63,30
L.Gp	VTA	0.210904 	 44,52,27
R.Vmpu	9/46d	0.336905 	 25,81,55
R.Vmpu	44v	0.243992 	 19,73,40
R.Vmpu	SMA	0.355370 	 44,62,67
R.Vmpu	8m 	0.229104 	 48,81,64
R.Vmpu	M1	0.392581 	 67,55,61
R.Vmpu	S1	0.277344 	 67,48,65
R.Vmpu	ParOp	0.247637 	 72,47,46
R.Vmpu	aIPS	0.207343 	 74,52,59
R.Vmpu	pIPL	0.316391 	 62,40,58
R.Vmpu	pIPL	0.370270 	 56,25,58
R.Vmpu	23ab	0.307303 	 45,54,53
R.Vmpu	rsplC	0.256123 	 48,38,41
R.Vmpu	latocc	0.361682 	 73,32,30
R.Vmpu	perirhinal	0.346328 	 67,62,17
R.Vmpu	temPol	0.320588 	 68,70,20
R.Vmpu	ventrStr	0.284915 	 53,67,31
R.Vmpu	Caud	0.398712 	 52,69,43
R.Vmpu	put	0.634310 	 32,67,34
R.Vmpu	hippoc	0.265196 	 59,53,27
R.Vmpu	amygd	0.553080 	 56,62,28
R.Vmpu	hypoth	0.352614 	 46,63,31
R.Vmpu	VTA	0.270727 	 45,52,28
L.Vmpu	9/46d	0.363728 	 24,82,56
L.Vmpu	44v	0.303609 	 18,74,39
L.Vmpu	SMA	0.377258 	 43,60,67
L.Vmpu	8m 	0.231431 	 47,80,64
L.Vmpu	M1	0.319164 	 66,53,61
L.Vmpu	S1	0.297372 	 68,49,64
L.Vmpu	ParOp	0.440820 	 72,47,46
L.Vmpu	aIPS	0.285791 	 72,51,58
L.Vmpu	pIPL	0.381408 	 61,40,57
L.Vmpu	pIPL	0.340328 	 56,25,57
L.Vmpu	23ab	0.288065 	 45,54,53
L.Vmpu	rsplC	0.173556 	 50,40,40
L.Vmpu	latocc	0.312879 	 74,33,30
L.Vmpu	perirhinal	0.285725 	 69,63,18
L.Vmpu	temPol	0.282564 	 68,68,19
L.Vmpu	ventrStr	0.388869 	 53,67,31
L.Vmpu	Caud	0.298903 	 52,68,44
L.Vmpu	put	0.348487 	 32,67,34
L.Vmpu	hippoc	0.263434 	 59,52,28
L.Vmpu	amygd	0.531310 	 56,62,28
L.Vmpu	hypoth	0.238765 	 45,63,29
L.Vmpu	VTA	0.294917 	 44,53,29
R.A10m	9/46d	0.166614 	 23,82,54
R.A10m	44v	0.421182 	 18,74,41
R.A10m	SMA	0.197110 	 43,62,67
R.A10m	8m 	0.237933 	 47,80,63
R.A10m	M1	0.229840 	 65,55,60
R.A10m	S1	0.265104 	 68,47,65
R.A10m	ParOp	0.250485 	 70,47,46
R.A10m	aIPS	0.291740 	 73,52,58
R.A10m	pIPL	0.205222 	 61,38,58
R.A10m	pIPL	0.467969 	 55,24,58
R.A10m	23ab	0.484995 	 45,54,54
R.A10m	rsplC	0.216571 	 50,39,40
