target	seed	rval	voxel
R.Nac	9/46d	0.301854 	 23,82,55
R.Nac	44v	0.326789 	 20,73,41
R.Nac	SMA	0.206561 	 43,61,67
R.Nac	8m 	0.458532 	 46,81,64
R.Nac	M1	0.168749 	 67,55,60
R.Nac	S1	0.344998 	 68,49,66
R.Nac	ParOp	0.235384 	 72,49,48
R.Nac	aIPS	0.226848 	 73,52,59
R.Nac	pIPL	0.284877 	 61,38,57
R.Nac	pIPL	0.379923 	 54,24,57
R.Nac	23ab	0.411516 	 45,54,53
R.Nac	rsplC	0.438569 	 48,40,41
R.Nac	latocc	0.368762 	 72,32,31
R.Nac	perirhinal	0.353211 	 68,63,17
R.Nac	temPol	0.268553 	 67,68,20
R.Nac	ventrStr	0.616465 	 51,67,30
R.Nac	Caud	0.268469 	 52,69,43
R.Nac	put	0.370120 	 32,65,32
R.Nac	hippoc	0.313631 	 57,53,29
R.Nac	amygd	0.504965 	 57,62,28
R.Nac	hypoth	0.456749 	 47,62,29
R.Nac	VTA	0.551615 	 44,54,29
L.Nac	9/46d	0.334422 	 23,82,54
L.Nac	44v	0.324167 	 18,74,40
L.Nac	SMA	0.123685 	 44,62,67
L.Nac	8m 	0.324849 	 46,81,64
L.Nac	M1	0.211237 	 65,53,59
L.Nac	S1	0.247389 	 68,48,65
L.Nac	ParOp	0.270524 	 72,48,47
L.Nac	aIPS	0.230005 	 74,52,59
L.Nac	pIPL	0.382310 	 63,40,58
L.Nac	pIPL	0.255564 	 56,25,59
L.Nac	23ab	0.272960 	 46,54,53
L.Nac	rsplC	0.457055 	 48,40,42
L.Nac	latocc	0.239750 	 73,34,32
L.Nac	perirhinal	0.316583 	 68,64,16
L.Nac	temPol	0.391494 	 68,68,20
L.Nac	ventrStr	0.447578 	 51,67,30
L.Nac	Caud	0.257046 	 52,69,43
L.Nac	put	0.505047 	 32,65,32
L.Nac	hippoc	0.310561 	 57,53,29
L.Nac	amygd	0.433234 	 57,62,28
L.Nac	hypoth	0.442173 	 45,62,31
L.Nac	VTA	0.448847 	 44,54,28
R.Dca	9/46d	0.243342 	 24,82,54
R.Dca	44v	0.285403 	 18,72,39
R.Dca	SMA	0.240371 	 44,62,65
R.Dca	8m 	0.291467 	 46,82,64
R.Dca	M1	0.283697 	 67,55,59
R.Dca	S1	0.193581 	 66,49,64
R.Dca	ParOp	0.306055 	 70,48,48
R.Dca	aIPS	0.284566 	 73,52,58
R.Dca	pIPL	0.256874 	 61,40,58
R.Dca	pIPL	0.235985 	 54,25,57
R.Dca	23ab	0.169755 	 45,53,55
R.Dca	rsplC	0.271686 	 50,39,41
R.Dca	latocc	0.363730 	 74,32,32
R.Dca	perirhinal	0.307603 	 67,62,16
R.Dca	temPol	0.313841 	 67,69,19
R.Dca	ventrStr	0.336612 	 51,67,30
R.Dca	Caud	0.365431 	 53,67,45
R.Dca	put	0.364083 	 32,65,32
R.Dca	hippoc	0.264095 	 59,54,29
R.Dca	amygd	0.361815 	 58,62,28
R.Dca	hypoth	0.316171 	 46,63,29
R.Dca	VTA	0.344309 	 45,53,27
L.Dca	9/46d	0.337341 	 23,81,54
L.Dca	44v	0.162638 	 18,74,39
L.Dca	SMA	0.152099 	 42,60,65
L.Dca	8m 	0.345295 	 47,80,65
L.Dca	M1	0.216181 	 66,54,59
L.Dca	S1	0.233499 	 68,47,66
L.Dca	ParOp	0.151564 	 70,48,46
L.Dca	aIPS	0.255133 	 74,52,57
L.Dca	pIPL	0.208904 	 63,40,56
L.Dca	pIPL	0.126184 	 54,24,59
L.Dca	23ab	0.276496 	 47,54,55
L.Dca	rsplC	0.226981 	 49,39,42
L.Dca	latocc	0.271360 	 72,33,31
L.Dca	perirhinal	0.237181 	 68,62,17
L.Dca	temPol	0.217117 	 67,68,21
L.Dca	ventrStr	0.338356 	 51,69,32
L.Dca	Caud	0.475473 	 51,67,44
L.Dca	put	0.240206 	 31,67,33
L.Dca	hippoc	0.224925 	 57,52,28
L.Dca	amygd	0.257740 	 58,62,28
L.Dca	hypoth	0.331944 	 45,62,30
L.Dca	VTA	0.394150 	 46,54,29
R.Vca	9/46d	0.310694 	 23,82,55
R.Vca	44v	0.336257 	 18,74,40
R.Vca	SMA	0.287970 	 43,60,67
R.Vca	8m 	0.297159 	 46,81,64
R.Vca	M1	0.307781 	 65,55,61
R.Vca	S1	0.233261 	 68,49,65
R.Vca	ParOp	0.232963 	 70,47,48
R.Vca	aIPS	0.145224 	 73,52,58
R.Vca	pIPL	0.187582 	 61,40,56
R.Vca	pIPL	0.345725 	 55,26,57
R.Vca	23ab	0.193060 	 45,53,55
R.Vca	rsplC	0.193233 	 49,38,41
R.Vca	latocc	0.325237 	 74,32,32
R.Vca	perirhinal	0.296799 	 68,63,16
R.Vca	temPol	0.165813 	 66,70,19
R.Vca	ventrStr	0.468229 	 53,69,32
R.Vca	Caud	0.323125 	 52,69,43
R.Vca	put	0.429525 	 31,67,32
R.Vca	hippoc	0.282963 	 59,54,29
R.Vca	amygd	0.302857 	 58,62,28
R.Vca	hypoth	0.279670 	 45,61,31
R.Vca	VTA	0.377853 	 45,53,27
L.Vca	9/46d	0.275771 	 24,82,55
L.Vca	44v	0.259849 	 18,73,41
L.Vca	SMA	0.239976 	 44,60,67
L.Vca	8m 	0.356834 	 46,81,65
L.Vca	M1	0.428604 	 65,54,59
L.Vca	S1	0.248725 	 68,49,66
L.Vca	ParOp	0.262921 	 72,49,46
L.Vca	aIPS	0.106480 	 73,52,59
L.Vca	pIPL	0.303380 	 62,38,58
L.Vca	pIPL	0.286231 	 54,26,57
L.Vca	23ab	0.343307 	 47,52,55
L.Vca	rsplC	0.160880 	 50,40,41
L.Vca	latocc	0.434583 	 72,33,30
L.Vca	perirhinal	0.313423 	 68,63,16
L.Vca	temPol	0.201013 	 68,68,20
L.Vca	ventrStr	0.353393 	 51,69,32
L.Vca	Caud	0.293828 	 51,68,45
L.Vca	put	0.259849 	 32,65,32
L.Vca	hippoc	0.220181 	 59,52,29
L.Vca	amygd	0.367287 	 57,62,28
L.Vca	hypoth	0.292275 	 47,62,29
L.Vca	VTA	0.375986 	 45,52,29
R.Gp	9/46d	0.400726 	 25,81,54
R.Gp	44v	0.190572 	 18,73,41
R.Gp	SMA	0.321439 	 44,60,67
R.Gp	8m 	0.262378 	 47,80,64
R.Gp	M1	0.253152 	 66,54,59
R.Gp	S1	0.301464 	 66,47,64
R.Gp	ParOp	0.232864 	 71,49,46
R.Gp	aIPS	0.185372 	 72,50,59
R.Gp	pIPL	0.258995 	 61,40,56
R.Gp	pIPL	0.383323 	 55,24,58
R.Gp	23ab	0.253092 	 45,52,53
R.Gp	rsplC	0.130554 	 49,38,41
R.Gp	latocc	0.261874 	 72,34,32
R.Gp	perirhinal	0.232370 	 67,63,16
R.Gp	temPol	0.196851 	 68,69,20
R.Gp	ventrStr	0.219898 	 52,68,30
R.Gp	Caud	0.351610 	 53,68,45
R.Gp	put	0.268417 	 30,65,34
R.Gp	hippoc	0.195107 	 58,54,27
R.Gp	amygd	0.325540 	 57,60,26
R.Gp	hypoth	0.234803 	 45,61,31
R.Gp	VTA	0.336794 	 46,53,27
L.Gp	9/46d	0.282598 	 23,80,55
L.Gp	44v	0.229091 	 19,73,39
L.Gp	SMA	0.228538 	 44,62,66
L.Gp	8m 	0.382835 	 46,80,65
L.Gp	M1	0.391404 	 66,54,59
L.Gp	S1	0.254696 	 68,47,65
L.Gp	ParOp	0.305473 	 72,49,46
L.Gp	aIPS	0.326729 	 73,50,57
L.Gp	pIPL	0.328040 	 63,38,57
L.Gp	pIPL	0.239406 	 54,25,57
L.Gp	23ab	0.192035 	 46,52,54
L.Gp	rsplC	0.193051 	 50,40,41
L.Gp	latocc	0.422963 	 72,34,31
L.Gp	perirhinal	0.272297 	 69,64,17
L.Gp	temPol	0.239043 	 66,70,20
L.Gp	ventrStr	0.262988 	 51,69,31
L.Gp	Caud	0.190148 	 51,68,44
L.Gp	put	0.272890 	 32,66,32
L.Gp	hippoc	0.292744 	 59,52,27
L.Gp	amygd	0.267063 	 56,60,28
L.Gp	hypoth	0.214261 	 47,61,31
L.Gp	VTA	0.324843 	 46,53,28
R.Vmpu	9/46d	0.457609 	 25,82,55
R.Vmpu	44v	0.306761 	 18,74,40
R.Vmpu	SMA	0.210761 	 44,62,65
R.Vmpu	8m 	0.267976 	 48,82,65
R.Vmpu	M1	0.345686 	 67,55,60
R.Vmpu	S1	0.217006 	 66,49,64
R.Vmpu	ParOp	0.261918 	 72,47,46
R.Vmpu	aIPS	0.263191 	 74,52,57
R.Vmpu	pIPL	0.269072 	 62,40,58
R.Vmpu	pIPL	0.281008 	 56,26,57
R.Vmpu	23ab	0.296459 	 45,53,55
R.Vmpu	rsplC	0.369607 	 48,38,42
R.Vmpu	latocc	0.409629 	 74,32,32
R.Vmpu	perirhinal	0.245654 	 68,62,16
R.Vmpu	temPol	0.302299 	 67,68,19
R.Vmpu	ventrStr	0.379104 	 53,68,32
R.Vmpu	Caud	0.352208 	 52,69,43
R.Vmpu	put	0.507020 	 32,67,32
R.Vmpu	hippoc	0.361927 	 57,53,29
R.Vmpu	amygd	0.296145 	 56,61,28
R.Vmpu	hypoth	0.467232 	 45,61,31
R.Vmpu	VTA	0.391250 	 46,52,27
L.Vmpu	9/46d	0.284004 	 25,82,55
L.Vmpu	44v	0.286934 	 18,72,39
L.Vmpu	SMA	0.332891 	 42,62,65
L.Vmpu	8m 	0.259830 	 48,82,65
L.Vmpu	M1	0.238137 	 67,55,60
L.Vmpu	S1	0.171724 	 68,47,64
L.Vmpu	ParOp	0.262360 	 72,47,46
L.Vmpu	aIPS	0.123140 	 74,52,58
L.Vmpu	pIPL	0.151374 	 63,40,56
L.Vmpu	pIPL	0.226296 	 54,24,58
L.Vmpu	23ab	0.316589 	 45,54,55
L.Vmpu	rsplC	0.248623 	 49,38,40
L.Vmpu	latocc	0.342464 	 74,32,32
L.Vmpu	perirhinal	0.358620 	 68,64,17
L.Vmpu	temPol	0.321034 	 67,68,19
L.Vmpu	ventrStr	0.347305 	 53,67,30
L.Vmpu	Caud	0.326069 	 53,67,44
L.Vmpu	put	0.450082 	 32,67,32
L.Vmpu	hippoc	0.255241 	 59,54,29
L.Vmpu	amygd	0.277830 	 57,62,26
L.Vmpu	hypoth	0.262757 	 45,63,29
L.Vmpu	VTA	0.339908 	 45,53,28
R.A10m	9/46d	0.383679 	 25,80,56
R.A10m	44v	0.340625 	 20,74,39
R.A10m	SMA	0.361898 	 42,60,66
R.A10m	8m 	0.458774 	 48,82,65
R.A10m	M1	0.348764 	 65,53,61
R.A10m	S1	0.253072 	 67,49,64
R.A10m	ParOp	0.297127 	 70,48,48
R.A10m	aIPS	0.318664 	 74,50,57
R.A10m	pIPL	0.177111 	 62,40,58
R.A10m	pIPL	0.222991 	 56,24,59
R.A10m	23ab	0.507045 	 45,53,54
R.A10m	rsplC	0.208934 	 50,39,40
R.A10m	latocc	0.190193 	 72,34,30
R.A10m	perirhinal	0.193662 	 69,64,16
R.A10m	temPol	0.448612 	 67,68,19
R.A10m	ventrStr	0.219998 	 51,67,30
R.A10m	Caud	0.217608 	 53,68,43
R.A10m	put	0.216362 	 31,67,32
R.A10m	hippoc	0.192327 	 59,54,27
R.A10m	amygd	0.289698 	 57,62,28
R.A10m	hypoth	0.251156 	 45,62,30
R.A10m	VTA	0.243973 	 44,53,28
L.A10m	9/46d	0.252435 	 23,81,55
L.A10m	44v	0.279308 	 19,74,40
L.A10m	SMA	0.182532 	 43,62,67
L.A10m	8m 	0.696288 	 46,81,64
L.A10m	M1	0.196353 	 66,54,60
L.A10m	S1	0.295618 	 67,47,65
L.A10m	ParOp	0.237308 	 72,47,48
L.A10m	aIPS	0.251253 	 74,50,57
L.A10m	pIPL	0.484370 	 63,39,58
L.A10m	pIPL	0.225611 	 56,26,59
L.A10m	23ab	0.479233 	 46,54,53
L.A10m	rsplC	0.295558 	 48,38,40
L.A10m	latocc	0.391811 	 72,34,30
L.A10m	perirhinal	0.429140 	 67,63,18
L.A10m	temPol	0.467709 	 66,69,19
L.A10m	ventrStr	0.362835 	 53,67,30
L.A10m	Caud	0.402066 	 51,68,43
L.A10m	put	0.248497 	 31,67,32
L.A10m	hippoc	0.306208 	 57,54,29
L.A10m	amygd	0.263282 	 56,60,28
L.A10m	hypoth	0.235746 	 47,63,31
L.A10m	VTA	0.285548 	 45,54,27
R.A11m	9/46d	0.321991 	 23,82,54
R.A11m	44v	0.338570 	 19,74,41
R.A11m	SMA	0.250922 	 42,61,66
R.A11m	8m 	0.360295 	 46,82,63
R.A11m	M1	0.233177 	 67,55,61
R.A11m	S1	0.245001 	 67,49,64
R.A11m	ParOp	0.284082 	 70,48,48
R.A11m	aIPS	0.243764 	 74,50,57
R.A11m	pIPL	0.317261 	 63,40,57
R.A11m	pIPL	0.240618 	 55,26,59
R.A11m	23ab	0.432728 	 45,54,53
R.A11m	rsplC	0.320929 	 49,40,42
R.A11m	latocc	0.278116 	 74,34,31
R.A11m	perirhinal	0.198626 	 69,62,16
R.A11m	temPol	0.370349 	 68,68,20
R.A11m	ventrStr	0.284936 	 51,68,32
R.A11m	Caud	0.506362 	 53,67,44
R.A11m	put	0.241471 	 30,66,33
R.A11m	hippoc	0.257605 	 59,54,27
R.A11m	amygd	0.359392 	 58,62,26
R.A11m	hypoth	0.470342 	 47,63,31
R.A11m	VTA	0.227838 	 46,53,28
L.A11m	9/46d	0.378611 	 23,80,54
L.A11m	44v	0.281332 	 18,74,41
