target	seed	rval	voxel
R.Nac	9/46d	0.297832 	 23,81,54
R.Nac	44v	0.310022 	 20,74,39
R.Nac	SMA	0.272838 	 43,62,66
R.Nac	8m 	0.508754 	 46,82,64
R.Nac	M1	0.358402 	 67,53,61
R.Nac	S1	0.281437 	 68,49,64
R.Nac	ParOp	0.279961 	 72,49,48
R.Nac	aIPS	0.283032 	 73,50,59
R.Nac	pIPL	0.265321 	 61,39,58
R.Nac	pIPL	0.365345 	 55,26,58
R.Nac	23ab	0.413932 	 46,54,53
R.Nac	rsplC	0.479409 	 48,40,42
R.Nac	latocc	0.411400 	 74,32,30
R.Nac	perirhinal	0.329638 	 69,62,16
R.Nac	temPol	0.507493 	 66,70,20
R.Nac	ventrStr	0.463623 	 52,67,32
R.Nac	Caud	0.331506 	 52,68,43
R.Nac	put	0.312339 	 30,65,32
R.Nac	hippoc	0.570992 	 58,52,29
R.Nac	amygd	0.497637 	 56,61,26
R.Nac	hypoth	0.445737 	 47,62,29
R.Nac	VTA	0.492858 	 45,53,27
L.Nac	9/46d	0.311191 	 24,80,56
L.Nac	44v	0.288909 	 19,72,39
L.Nac	SMA	0.355710 	 42,60,65
L.Nac	8m 	0.410993 	 46,82,65
L.Nac	M1	0.337091 	 67,53,61
L.Nac	S1	0.489146 	 68,48,64
L.Nac	ParOp	0.428246 	 70,48,46
L.Nac	aIPS	0.316663 	 72,50,58
L.Nac	pIPL	0.185867 	 61,39,56
L.Nac	pIPL	0.261619 	 55,26,57
L.Nac	23ab	0.274841 	 47,54,53
L.Nac	rsplC	0.373703 	 48,40,42
L.Nac	latocc	0.462683 	 74,34,31
L.Nac	perirhinal	0.322679 	 68,64,17
L.Nac	temPol	0.442684 	 66,70,20
L.Nac	ventrStr	0.361134 	 53,68,32
L.Nac	Caud	0.187681 	 53,68,44
L.Nac	put	0.230081 	 32,65,34
L.Nac	hippoc	0.399913 	 57,53,27
L.Nac	amygd	0.427721 	 56,62,26
L.Nac	hypoth	0.275882 	 47,62,29
L.Nac	VTA	0.538718 	 45,54,29
