target	seed	rval	voxel
R.Nac	9/46d	0.453693 	 25,82,55
R.Nac	44v	0.193266 	 18,73,40
R.Nac	SMA	0.339188 	 44,62,65
R.Nac	8m 	0.406047 	 48,81,64
R.Nac	M1	0.302492 	 66,55,61
R.Nac	S1	0.303403 	 66,49,66
R.Nac	ParOp	0.289487 	 70,49,47
R.Nac	aIPS	0.239768 	 73,50,58
R.Nac	pIPL	0.255142 	 61,39,58
R.Nac	pIPL	0.209280 	 54,25,57
R.Nac	23ab	0.156713 	 47,52,54
R.Nac	rsplC	0.289682 	 49,39,42
R.Nac	latocc	0.339345 	 74,33,32
R.Nac	perirhinal	0.304734 	 68,64,18
R.Nac	temPol	0.281105 	 67,70,21
R.Nac	ventrStr	0.358602 	 51,69,31
R.Nac	Caud	0.334427 	 53,68,43
R.Nac	put	0.257049 	 30,67,32
R.Nac	hippoc	0.166971 	 59,52,28
R.Nac	amygd	0.371802 	 56,61,27
R.Nac	hypoth	0.381507 	 45,62,30
R.Nac	VTA	0.264703 	 44,52,28
L.Nac	9/46d	0.279672 	 25,82,54
L.Nac	44v	0.352589 	 19,74,41
L.Nac	SMA	0.250586 	 44,62,65
L.Nac	8m 	0.430137 	 48,81,64
L.Nac	M1	0.272860 	 66,55,59
L.Nac	S1	0.446018 	 66,49,66
L.Nac	ParOp	0.299309 	 70,49,48
L.Nac	aIPS	0.312245 	 74,51,57
L.Nac	pIPL	0.310198 	 62,38,56
L.Nac	pIPL	0.305803 	 54,24,57
L.Nac	23ab	0.327649 	 47,53,53
L.Nac	rsplC	0.281064 	 50,40,40
L.Nac	latocc	0.301187 	 74,33,32
L.Nac	perirhinal	0.398717 	 68,63,17
L.Nac	temPol	0.356653 	 67,70,21
L.Nac	ventrStr	0.340595 	 53,69,31
L.Nac	Caud	0.313554 	 53,69,44
L.Nac	put	0.336632 	 31,67,32
L.Nac	hippoc	0.268439 	 59,52,27
L.Nac	amygd	0.436713 	 56,61,27
L.Nac	hypoth	0.395401 	 46,63,30
L.Nac	VTA	0.407914 	 44,53,27
R.Dca	9/46d	0.189107 	 24,81,56
R.Dca	44v	0.255071 	 19,73,40
R.Dca	SMA	0.150722 	 42,62,67
R.Dca	8m 	0.315162 	 47,80,65
R.Dca	M1	0.248285 	 67,53,59
R.Dca	S1	0.210583 	 66,47,64
R.Dca	ParOp	0.321711 	 70,47,47
R.Dca	aIPS	0.214647 	 74,51,58
